,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,0.97,0.68,0.52,0.97,0.79,0.65,0.48,0.55,0.65,0.57,0.53,0.56,0.93
apolloplayer.csv,0.5,0.76,0.54,0.77,0.71,0.6,0.67,0.54,0.6,0.56,0.51,0.87,0.73
auber.csv,0.72,0.55,0.52,0.77,0.59,0.58,0.58,0.74,0.86,0.65,0.59,0.53,0.52
irrlicht.csv,0.42,0.44,0.36,0.35,0.4,0.48,0.36,0.34,0.58,0.53,0.5,0.36,0.43
k3d.csv,0.94,0.9,0.83,0.67,0.83,0.94,0.97,0.88,0.96,0.86,0.8,0.97,0.93
nug.csv,0.68,0.64,0.81,0.39,0.51,0.87,0.52,0.43,0.57,0.58,0.68,0.7,0.64
owlapi.csv,0.98,0.72,0.83,0.91,0.89,0.86,0.66,0.79,0.75,0.92,0.74,0.97,0.9
ppcboot.csv,0.49,0.61,0.58,0.49,0.42,0.53,0.5,0.43,0.75,0.53,0.61,0.48,0.55
red5.csv,0.6,0.79,0.65,0.93,0.52,0.88,0.65,0.46,0.81,0.64,0.71,0.66,0.59
redshell.csv,0.42,0.78,0.38,0.4,0.35,0.47,0.35,0.31,0.57,0.5,0.46,0.63,0.51
utgb.csv,0.89,0.59,0.64,0.98,0.54,0.58,0.76,0.46,0.53,0.58,0.68,0.77,0.93
xreal.csv,0.0,0.9,0.0,0.83,0.0,0.86,0.86,0.0,0.0,0.9,0.89,0.8,0.67
