,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,0.97,0.23,0.26,0.06,0.33,0.57,0.22,0.5,0.49,0.22,0.73,0.1,0.24
apolloplayer.csv,0.2,0.98,0.49,0.0,0.43,0.64,0.21,0.54,0.62,0.24,0.69,0.0,0.48
auber.csv,0.16,0.37,0.16,0.0,0.56,0.66,0.27,0.42,0.47,0.23,0.58,0.04,0.99
irrlicht.csv,0.24,0.38,0.47,0.0,0.58,0.9,0.27,0.69,0.68,0.27,1.0,0.05,0.71
k3d.csv,0.25,0.18,0.09,0.0,0.15,0.17,0.98,0.2,0.19,0.06,0.06,0.06,0.27
nug.csv,0.26,0.36,0.97,0.01,0.61,0.51,0.33,0.7,0.69,0.23,0.67,0.02,0.5
owlapi.csv,0.26,0.27,0.26,0.0,0.38,0.58,0.19,0.39,0.61,0.98,0.53,0.05,0.33
ppcboot.csv,0.25,0.31,0.39,0.01,0.63,0.78,0.22,0.7,0.92,0.28,0.67,0.0,0.64
red5.csv,0.17,0.42,0.55,0.02,0.48,0.34,0.23,0.98,0.57,0.24,0.61,0.04,0.5
redshell.csv,0.24,0.26,0.49,0.01,0.62,1.0,0.24,0.74,0.69,0.24,0.86,0.02,0.54
utgb.csv,0.29,0.39,0.36,0.0,0.97,0.37,0.21,0.63,0.23,0.32,0.32,0.06,0.25
xreal.csv,0.0,0.06,0.0,0.0,0.0,0.07,0.0,0.05,0.0,0.0,0.08,1.0,0.03
