,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,0.97,0.17,0.24,0.03,0.57,0.95,0.14,0.58,0.46,0.13,0.76,0.05,0.67
apolloplayer.csv,0.12,0.96,0.42,0.0,0.57,0.95,0.15,0.68,0.51,0.15,0.78,0.0,0.68
auber.csv,0.11,0.3,0.14,0.0,0.62,0.97,0.18,0.68,0.69,0.17,0.75,0.02,0.99
irrlicht.csv,0.14,0.23,0.32,0.0,0.47,0.95,0.15,0.59,0.53,0.16,1.0,0.03,0.59
k3d.csv,0.39,0.3,0.17,0.0,0.5,0.94,1.0,0.62,0.58,0.14,1.0,0.03,0.73
nug.csv,0.17,0.24,1.0,0.0,0.56,0.96,0.2,0.65,0.53,0.14,0.83,0.01,0.52
owlapi.csv,0.23,0.19,0.5,0.0,0.56,0.94,0.13,0.54,0.53,1.0,0.78,0.03,0.55
ppcboot.csv,0.15,0.21,0.33,0.0,0.61,0.95,0.14,0.67,0.95,0.17,0.79,0.0,0.62
red5.csv,0.12,0.42,0.48,0.01,0.56,0.93,0.16,1.0,0.57,0.16,0.77,0.02,0.5
redshell.csv,0.14,0.2,0.33,0.0,0.53,1.0,0.14,0.59,0.53,0.15,0.78,0.01,0.51
utgb.csv,0.3,0.41,0.45,0.0,0.97,0.96,0.18,0.68,0.43,0.29,0.85,0.03,0.71
xreal.csv,0.0,0.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.78,1.0,0.33
