,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.37,0.21,0.53,0.23,0.94,0.24
l2j.csv,0.6,0.69,0.38,0.77,0.73,0.99
mule.csv,0.99,0.24,0.25,0.54,0.51,0.21
springside.csv,0.55,0.98,0.51,0.64,0.58,0.35
swtfox.csv,0.34,0.32,0.98,0.27,0.46,0.42
twostep.csv,0.62,0.57,0.39,0.97,0.71,0.5
