,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.43,0.23,0.48,0.27,0.96,0.32
l2j.csv,0.73,0.6,0.44,0.65,0.53,0.99
mule.csv,0.99,0.32,0.23,0.53,0.43,0.3
springside.csv,0.6,0.96,0.44,0.55,0.43,0.45
swtfox.csv,0.4,0.42,0.99,0.3,0.32,0.69
twostep.csv,0.7,0.46,0.33,0.98,0.53,0.59
