,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.33,0.18,0.52,0.19,0.93,0.2
l2j.csv,0.83,0.69,0.68,0.88,0.88,0.99
mule.csv,0.99,0.2,0.22,0.5,0.48,0.18
springside.csv,0.59,0.98,0.5,0.69,0.6,0.37
swtfox.csv,0.3,0.73,0.98,0.23,0.48,0.69
twostep.csv,0.77,0.59,0.38,0.96,0.78,0.47
