,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.31,0.22,0.42,0.13,0.0,0.08
l2j.csv,0.71,0.32,0.86,0.49,0.57,0.01
mule.csv,0.01,0.03,0.43,0.22,0.3,0.05
springside.csv,0.57,0.03,0.46,0.49,0.48,0.7
swtfox.csv,0.34,0.9,0.0,0.18,0.59,0.84
twostep.csv,0.65,0.5,0.57,0.0,0.47,0.34
