,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.74,0.85,0.63,0.82,0.07,0.8
l2j.csv,0.73,0.44,0.92,0.5,0.58,0.01
mule.csv,0.02,0.8,0.89,0.55,0.6,0.82
springside.csv,0.7,0.04,0.68,0.58,0.62,0.94
swtfox.csv,0.78,0.93,0.03,0.79,0.79,0.9
twostep.csv,0.69,0.65,0.85,0.04,0.52,0.63
