,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.28,0.59,0.53,0.18,0.27,0.58,0.61,0.51,0.64,0.58,0.38
google-gears.csv,0.58,0.63,0.64,0.49,0.23,0.38,0.72,0.79,0.55,0.44,0.7
grafx2.csv,0.4,0.8,0.4,0.31,0.24,0.48,0.6,0.52,0.56,0.41,0.48
kmess.csv,0.23,0.13,0.46,0.04,0.25,0.27,0.72,0.1,0.55,0.33,0.3
megameknet.csv,0.62,0.71,0.6,0.46,0.2,0.53,0.74,0.76,0.53,0.47,0.74
minig.csv,0.79,0.67,0.31,0.63,0.2,0.49,0.75,0.84,0.15,0.54,0.39
ns-3.csv,0.74,0.63,0.64,0.5,0.19,0.5,0.68,0.45,0.15,0.43,0.74
omseek.csv,0.37,0.13,0.2,0.38,0.4,0.45,0.46,0.33,0.43,0.45,0.19
quickfast.csv,0.74,0.67,0.64,0.61,0.19,0.41,0.72,0.76,0.3,0.54,0.77
sylpheed-claws.csv,0.79,0.69,0.69,0.6,0.2,0.41,0.76,0.86,0.63,0.54,0.75
xamj.csv,0.75,0.72,0.63,0.62,0.21,0.37,0.7,0.82,0.43,0.61,0.77
