,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.84,1.0,1.0,0.0,0.97,0.96
jahshaka.csv,0.23,0.18,0.54,0.0,0.6,0.67
jam-daq.csv,0.48,0.06,0.22,0.0,0.16,0.3
jatlas.csv,0.77,0.47,0.67,0.33,0.15,0.5
jedit.csv,0.16,0.98,0.89,1.0,0.97,1.0
open-media-library.csv,0.71,0.12,0.28,0.67,0.39,0.52
