,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.19,0.53,0.18,0.5,0.09,0.4,0.25,0.21,0.0,0.31,0.14,0.17,0.25,0.31,0.73,0.41
customsagetv.csv,0.09,0.02,0.0,0.02,0.03,0.04,0.0,0.04,0.34,0.04,0.14,0.0,0.16,0.0,0.15,0.0
fluidium.csv,0.0,0.08,0.0,0.15,0.26,0.07,0.06,0.14,0.43,0.11,0.0,0.25,0.25,0.03,0.06,0.11
guineu.csv,0.03,0.21,0.0,0.21,0.03,0.17,0.09,0.11,0.23,0.14,0.0,0.0,0.14,0.34,0.03,0.2
inkscape.csv,0.69,0.41,0.09,0.4,0.11,0.35,0.0,0.25,0.16,0.38,0.43,0.08,0.57,0.38,0.55,0.48
mpqc.csv,0.26,0.2,0.91,0.42,0.61,0.0,0.25,0.57,0.75,0.28,0.29,0.58,0.64,0.48,0.3,0.55
nsis.csv,0.84,0.99,0.91,0.92,0.94,0.83,1.0,0.57,0.77,0.93,0.0,1.0,0.75,0.9,0.91,0.64
octave.csv,0.62,0.4,0.09,0.52,0.01,0.43,0.47,0.79,0.79,0.32,0.14,0.17,0.57,0.17,0.67,0.57
owfs.csv,0.26,0.02,0.55,0.0,0.3,0.19,0.16,0.21,0.48,0.16,0.57,0.5,0.14,0.24,0.12,0.3
owlib.csv,0.45,0.01,0.91,0.92,0.91,0.55,0.41,0.79,0.82,0.55,0.86,0.75,0.36,0.59,0.64,0.34
pamguard.csv,0.48,0.53,0.82,0.62,0.58,0.31,0.56,0.5,0.39,0.39,0.29,0.0,0.7,0.69,0.03,0.68
prelude.csv,0.95,0.87,0.0,0.81,0.94,0.76,0.81,0.93,0.77,0.77,0.57,0.83,0.84,0.86,0.94,0.82
robocode.csv,0.33,0.11,0.0,0.48,0.06,0.13,0.28,0.0,0.21,0.22,0.29,0.0,0.34,0.21,0.24,0.34
uwom-server.csv,0.28,0.23,0.0,0.02,0.04,0.31,0.19,0.68,0.8,0.01,0.43,0.08,0.59,0.17,0.33,0.39
zengine.csv,0.97,0.95,0.36,0.87,0.52,0.89,0.81,0.64,0.5,0.86,0.71,0.0,0.82,0.9,0.91,0.84
zildo.csv,0.31,0.2,0.09,0.67,0.21,0.22,0.38,0.18,0.12,0.35,0.29,0.17,0.0,0.17,0.52,0.14
