,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,942.0,618.5,198.0,99.0,297.0,393.5,99.0,196.0,99.0,185.0,293.5,782.0,99.0,386.5,573.0,99.0,99.0,486.5
doomlegacy.csv,271.5,353.5,297.0,84.5,684.0,294.0,99.0,95.5,356.0,566.0,292.5,391.0,99.0,289.0,573.0,99.0,98.5,484.5
elmo.csv,1622.5,350.0,99.0,99.0,297.0,1176.0,99.0,97.5,98.5,185.0,97.5,487.5,99.0,192.5,284.5,99.0,98.5,389.0
geochat.csv,1709.0,1284.5,296.5,99.0,566.0,145.0,195.0,87.5,197.0,306.0,77.5,640.5,56.5,191.5,473.5,1082.5,82.5,188.0
gpac.csv,2933.5,2002.0,98.5,96.5,1448.0,764.0,99.0,97.5,99.0,372.0,196.0,587.0,97.5,386.5,384.0,99.0,99.0,388.0
illumination.csv,0.0,699.0,94.5,99.0,0.0,492.0,196.0,0.0,0.0,467.5,196.0,685.5,0.0,289.0,573.0,0.0,0.0,95.5
ktc.csv,271.5,962.0,99.0,80.5,195.5,96.5,99.0,95.5,358.0,306.0,94.5,391.0,97.5,445.0,91.5,99.0,93.5,288.5
neoengine.csv,655.0,703.0,99.0,88.5,760.5,564.5,99.0,196.0,99.0,184.0,189.0,487.5,99.0,386.5,186.0,99.0,99.0,667.5
nicepress.csv,1803.5,703.0,297.0,96.5,683.0,93.5,99.0,196.0,99.0,91.5,292.5,194.5,95.5,291.0,476.5,99.0,99.0,475.5
omseek.csv,89.5,189.0,99.0,61.5,78.5,360.5,99.0,175.0,87.5,179.0,94.5,193.5,86.5,356.5,91.5,99.0,169.0,288.5
open-ms.csv,1234.0,737.0,99.0,96.5,585.0,195.0,198.0,87.5,96.5,173.0,94.5,487.0,99.0,93.5,285.5,589.5,185.0,178.0
pi-qmc.csv,2007.0,784.5,99.0,99.0,389.5,195.5,99.0,196.0,99.0,365.0,190.0,586.5,99.0,715.0,91.5,99.0,99.0,480.5
rosegarden.csv,1231.0,1327.0,198.0,84.5,294.0,195.0,99.0,95.5,96.5,251.5,96.5,586.0,99.0,226.5,188.0,99.0,99.0,281.5
smarttag.csv,1296.5,927.0,99.0,185.0,781.5,96.5,99.0,408.5,87.5,277.5,292.5,683.5,99.0,287.5,91.5,99.0,98.5,579.0
sylpheed-claws.csv,2741.0,784.5,297.0,99.0,297.0,492.0,99.0,196.0,99.0,280.5,293.5,782.0,99.0,483.0,573.0,99.0,99.0,389.0
tango-cs.csv,833.5,347.0,99.0,99.0,198.0,96.5,99.0,97.5,99.0,210.5,293.5,587.0,99.0,481.0,478.5,99.0,99.0,388.0
xemeiah.csv,550.0,623.5,297.0,91.5,391.5,195.5,99.0,196.0,99.0,379.0,386.0,94.5,99.0,296.0,186.0,99.0,99.0,91.5
zscreen.csv,1599.0,283.0,296.5,186.0,198.0,583.5,99.0,177.0,259.5,472.5,292.5,194.5,97.5,385.5,88.5,99.0,99.0,385.0
