,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.56,0.7,0.67,0.27,0.38,0.05,0.74,0.38,0.36,0.35,0.65,0.5,0.5,0.51,0.0,0.53,0.53,0.5
doomlegacy.csv,0.75,0.24,0.09,0.5,0.61,0.71,0.09,0.52,0.44,0.21,0.68,0.64,0.74,0.61,0.0,0.62,0.38,0.31
elmo.csv,0.6,0.61,0.56,0.52,0.59,0.5,0.71,0.6,0.59,0.56,0.43,0.62,0.55,0.65,0.81,0.59,0.52,0.57
geochat.csv,0.17,0.41,0.4,0.45,0.17,0.1,0.07,0.17,0.32,0.09,0.01,0.0,0.24,0.21,0.32,0.25,0.02,0.63
gpac.csv,0.55,0.5,0.38,0.52,0.26,0.37,0.42,0.64,0.47,0.58,0.35,0.48,0.39,0.48,0.58,0.52,0.48,0.57
illumination.csv,0.0,0.23,0.07,0.42,0.0,0.5,0.04,0.0,0.0,0.49,0.62,0.33,0.0,0.78,0.09,0.0,0.0,0.37
ktc.csv,0.75,0.44,0.67,0.18,0.6,0.38,0.5,0.54,0.46,0.46,0.21,0.58,0.4,0.39,0.5,0.56,0.54,0.42
neoengine.csv,0.55,0.17,0.7,0.51,0.44,0.64,0.71,0.33,0.69,0.66,0.21,0.66,0.62,0.58,0.8,0.57,0.49,0.62
nicepress.csv,0.65,0.62,0.35,0.51,0.74,0.8,0.69,0.32,0.24,0.47,0.6,0.51,0.37,0.49,0.32,0.55,0.6,0.52
omseek.csv,0.42,0.0,0.17,0.05,0.32,0.07,0.18,0.05,0.15,0.4,0.28,0.74,0.05,0.28,0.32,0.25,0.43,0.16
open-ms.csv,0.67,0.24,0.56,0.2,0.6,0.32,0.45,0.09,0.1,0.17,0.12,0.63,0.63,0.45,0.57,0.54,0.47,0.09
pi-qmc.csv,0.36,0.0,0.59,0.58,0.4,0.58,0.55,0.0,0.0,0.45,0.26,0.59,0.54,0.54,0.82,0.64,0.48,0.6
rosegarden.csv,0.78,0.6,0.61,0.44,0.72,0.53,0.59,0.62,0.48,0.4,0.48,0.72,0.68,0.14,0.72,0.56,0.4,0.16
smarttag.csv,0.75,0.44,0.65,0.63,0.65,0.66,0.54,0.47,0.17,0.58,0.71,0.62,0.59,0.56,0.55,0.58,0.54,0.54
sylpheed-claws.csv,0.35,0.0,0.42,0.0,0.24,0.0,0.52,0.65,0.71,0.42,0.0,0.0,0.0,0.09,0.0,0.09,0.63,0.52
tango-cs.csv,0.67,0.8,0.6,0.39,0.61,0.72,0.67,0.45,0.49,0.17,0.58,0.64,0.44,0.54,0.75,0.63,0.58,0.66
xemeiah.csv,0.64,0.24,0.63,0.42,0.63,0.72,0.56,0.6,0.62,0.34,0.78,0.5,0.46,0.0,0.62,0.58,0.56,0.27
zscreen.csv,0.68,0.24,0.65,0.74,0.65,0.52,0.6,0.21,0.28,0.53,0.61,0.71,0.56,0.39,0.27,0.6,0.57,0.45
