,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,0.0,2.0,0.0,8.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0
codesmith.csv,3.0,1.0,1.0,20.0,0.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0
icescrum.csv,4.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0
ingex.csv,18.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,5.0,0.0,2.0,0.0
jrefactory.csv,8.0,1.0,0.0,2.0,1.0,0.0,0.0,12.0,6.0,2.0,1.0,0.0
jsecurity.csv,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,55.0,74.0,2.0,0.0
libopenmetaverse.csv,8.0,1.0,0.0,11.0,1.0,0.0,0.0,3.0,7.0,3.0,4.0,0.0
lite.csv,5.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
mobicents.csv,16.0,1.0,0.0,10.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0
opendvr.csv,41.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,3.0,0.0,7.0,1.0
openefm.csv,9.0,0.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0
sidekar.csv,4.0,1.0,0.0,3.0,0.0,4.0,1.0,0.0,4.0,6.0,0.0,1.0
