,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,0.98,0.58,0.59,0.24,0.88,0.52,0.62,0.42,0.31,0.38,0.71,0.65
codesmith.csv,0.29,0.43,0.43,0.24,0.68,0.55,0.54,0.44,0.32,0.29,0.39,1.0
icescrum.csv,0.58,0.47,0.64,0.24,0.88,0.53,0.65,0.47,0.38,0.33,1.0,0.8
ingex.csv,0.21,0.55,0.7,0.29,0.86,0.45,0.59,1.0,0.38,0.3,0.47,1.0
jrefactory.csv,0.27,0.29,1.0,0.21,0.6,0.56,0.52,0.14,0.25,0.42,0.37,0.62
jsecurity.csv,0.22,0.67,0.67,1.0,0.69,0.46,0.52,0.44,0.0,0.0,0.4,0.5
libopenmetaverse.csv,0.27,0.33,0.53,0.16,0.56,1.0,0.5,0.39,0.18,0.26,0.33,0.69
lite.csv,0.45,0.6,0.74,0.33,0.92,0.47,0.73,0.43,1.0,0.46,0.55,0.43
mobicents.csv,0.3,0.53,0.52,0.18,0.67,0.56,1.0,0.48,0.27,0.5,0.44,0.79
opendvr.csv,0.28,0.44,0.66,0.22,0.7,0.67,0.5,0.54,0.21,1.0,0.38,0.63
openefm.csv,0.35,1.0,0.53,0.36,0.77,0.48,0.59,0.46,0.45,0.29,0.45,0.69
sidekar.csv,0.34,0.36,0.56,0.29,1.0,0.51,0.55,0.42,0.32,0.36,0.5,0.58
