,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,megameknet.csv,hannosset.csv,v8.csv,ngl.csv,qmmp.csv,qedo.csv
encog-java.csv,879.0,79.5,53.0,191.0,347.0,163.5,93.5,99.0,188.0,99.0
h2database.csv,291.0,585.5,204.5,97.5,99.0,1244.5,95.5,194.0,188.0,99.0
hannosset.csv,162.0,98.5,177.0,1598.0,99.0,427.5,98.5,99.0,177.0,190.0
jaql.csv,1163.5,765.5,185.0,671.0,99.0,22.0,98.5,95.5,23.0,99.0
megameknet.csv,2227.5,1172.0,478.5,295.0,99.0,2322.0,98.5,99.0,476.5,98.5
ngl.csv,2326.5,592.5,380.0,394.0,99.0,2630.5,98.5,99.0,867.0,99.0
qedo.csv,4400.5,296.0,90.5,880.0,941.0,2.5,91.5,99.0,1115.5,98.5
qmmp.csv,1550.0,592.5,378.0,394.0,99.0,2174.0,96.5,99.0,184.0,99.0
raven-monitoring.csv,1639.0,197.0,190.0,196.0,99.0,426.5,98.5,99.0,1016.5,188.0
v8.csv,3109.0,483.5,478.5,289.0,97.5,672.0,99.0,99.0,546.0,99.0
