,openwbem.csv,x-ray-mule.csv,cleartk.csv,log4net.csv,opensim4opencog.csv,ofbiz.csv,ibatisdb.csv,power-architect.csv
cleartk.csv,0.95,0.73,1.0,0.67,1.0,0.89,0.97,1.0
ibatisdb.csv,0.23,0.13,0.12,0.0,0.17,0.19,1.0,0.13
log4net.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ofbiz.csv,0.58,0.57,0.43,0.67,0.61,1.0,0.28,0.26
opensim4opencog.csv,0.03,0.0,0.7,0.33,0.91,0.73,0.14,0.5
openwbem.csv,0.91,0.63,0.36,0.67,0.48,0.49,0.36,0.59
power-architect.csv,0.7,0.8,0.24,0.33,1.0,0.77,0.33,1.0
x-ray-mule.csv,0.19,0.97,0.5,0.33,0.39,0.63,0.03,0.26
