,openwbem.csv,x-ray-mule.csv,cleartk.csv,log4net.csv,opensim4opencog.csv,ofbiz.csv,ibatisdb.csv,power-architect.csv
cleartk.csv,0.51,0.45,0.37,0.47,0.42,0.38,0.43,0.35
ibatisdb.csv,0.95,0.46,0.92,0.84,0.86,0.91,0.78,0.89
log4net.csv,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0
ofbiz.csv,0.47,0.41,0.47,0.49,0.49,0.44,0.53,0.71
opensim4opencog.csv,0.89,0.0,0.51,0.69,0.95,0.5,0.8,0.46
openwbem.csv,0.65,0.56,0.7,0.54,0.67,0.5,0.63,0.46
power-architect.csv,0.62,0.49,0.67,0.51,0.41,0.42,0.47,0.41
x-ray-mule.csv,0.95,0.65,0.61,0.74,0.83,0.55,0.92,0.79
