,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.59,0.69,0.59,0.01,0.73,0.61,0.66,0.81,0.82,0.56,0.67,0.61,0.55,0.92,0.73
bibletime.csv,0.67,0.49,0.77,0.72,0.75,0.81,0.84,0.7,0.63,0.91,0.0,0.87,0.56,0.44,0.81
boost.csv,0.51,0.49,0.52,0.75,0.01,0.57,0.69,0.77,0.76,0.77,0.65,0.61,0.51,0.7,0.66
doomlegacy.csv,0.68,0.47,0.85,0.62,0.56,0.61,0.52,0.61,0.0,0.85,0.55,0.65,0.55,0.56,0.63
gpac.csv,0.57,0.82,0.0,0.87,0.7,0.52,0.7,0.81,0.65,0.53,0.39,0.58,0.51,0.34,0.67
kftpgrabber.csv,0.52,0.58,0.87,0.5,0.7,0.0,0.75,0.87,0.74,0.83,0.62,0.65,0.54,0.81,0.58
nativeclient.csv,0.53,0.6,0.7,0.8,0.74,0.58,0.6,0.68,0.64,0.77,0.5,0.65,0.55,0.48,0.0
netatalk.csv,0.44,0.62,0.69,0.66,0.62,0.39,0.0,0.75,0.49,0.86,0.51,0.56,0.57,0.68,0.74
open-ms.csv,0.68,0.84,0.88,0.82,0.88,0.74,0.72,0.79,0.73,0.51,0.87,0.0,0.83,0.94,0.94
openmsx.csv,0.95,0.93,0.86,0.83,0.78,0.6,0.8,0.0,0.64,0.97,0.79,0.78,0.82,0.78,0.95
rosegarden.csv,0.01,0.44,0.64,0.86,0.57,0.53,0.71,0.7,0.63,0.54,0.67,0.58,0.49,0.76,0.67
rsyslog.csv,0.44,0.0,0.71,0.76,0.62,0.41,0.55,0.73,0.62,0.78,0.72,0.6,0.51,0.42,0.64
sandiaportals.csv,0.74,0.58,1.0,0.92,0.97,0.73,0.82,0.68,0.69,1.0,0.79,0.77,0.58,0.0,0.63
xmoto.csv,0.46,0.56,0.73,0.65,0.52,0.54,0.5,0.73,0.55,0.74,0.59,0.57,0.0,0.55,0.72
xqilla.csv,0.9,0.96,0.91,0.97,0.99,1.0,0.86,1.0,0.97,0.0,0.98,0.94,0.94,1.0,1.0
