,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,6.0,3.0,0.0,0.0,2.0,14.0,1.0,5.0,1.0,25.0,0.0,9.0,1.0,3.0,0.0
bibletime.csv,3.0,1.0,0.0,7.0,1.0,22.0,0.0,2.0,1.0,49.0,0.0,19.0,1.0,0.0,0.0
boost.csv,0.0,1.0,0.0,0.0,0.0,9.0,4.0,2.0,1.0,43.0,0.0,6.0,1.0,3.0,0.0
doomlegacy.csv,10.0,1.0,0.0,1.0,0.0,13.0,2.0,1.0,0.0,52.0,0.0,6.0,0.0,1.0,0.0
gpac.csv,2.0,3.0,0.0,1.0,1.0,8.0,1.0,2.0,0.0,25.0,0.0,9.0,1.0,1.0,0.0
kftpgrabber.csv,1.0,2.0,0.0,2.0,1.0,0.0,1.0,6.0,1.0,47.0,0.0,1.0,0.0,0.0,5.0
nativeclient.csv,5.0,2.0,0.0,1.0,2.0,8.0,1.0,5.0,1.0,34.0,0.0,10.0,1.0,1.0,0.0
netatalk.csv,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,0.0,3.0,1.0,0.0,1.0
open-ms.csv,5.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,26.0,0.0,0.0,1.0,2.0,0.0
openmsx.csv,7.0,2.0,0.0,0.0,0.0,11.0,4.0,0.0,1.0,58.0,0.0,24.0,1.0,3.0,0.0
rosegarden.csv,0.0,2.0,0.0,13.0,0.0,1.0,0.0,1.0,1.0,19.0,0.0,4.0,1.0,3.0,0.0
rsyslog.csv,1.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,1.0,40.0,2.0,8.0,1.0,0.0,1.0
sandiaportals.csv,9.0,1.0,0.0,1.0,1.0,16.0,4.0,1.0,0.0,60.0,1.0,14.0,1.0,0.0,1.0
xmoto.csv,3.0,3.0,0.0,8.0,1.0,8.0,5.0,0.0,1.0,33.0,0.0,7.0,0.0,2.0,4.0
xqilla.csv,4.0,0.0,0.0,1.0,0.0,91.0,0.0,158.0,0.0,0.0,0.0,3.0,0.0,70.0,248.0
