,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.35,0.55,0.62,0.97,0.37,0.4,0.3,0.39,0.68,0.04,0.84,0.25,0.56,0.71,0.59
bibletime.csv,0.34,0.67,0.59,0.34,0.43,0.34,0.3,0.44,0.79,0.03,1.0,0.21,0.56,0.97,0.6
boost.csv,0.46,0.67,0.66,0.31,1.0,0.42,0.29,0.4,0.74,0.03,0.85,0.25,0.7,0.75,0.66
doomlegacy.csv,0.33,0.75,0.55,0.41,0.49,0.4,0.38,0.47,1.0,0.02,0.88,0.24,0.56,0.81,0.65
gpac.csv,0.38,0.44,1.0,0.33,0.4,0.44,0.28,0.34,0.79,0.05,0.92,0.28,0.59,0.9,0.73
kftpgrabber.csv,0.5,0.65,0.52,0.48,0.39,1.0,0.26,0.32,0.78,0.02,0.86,0.32,0.81,1.0,0.68
nativeclient.csv,0.39,0.59,0.59,0.33,0.36,0.41,0.35,0.49,0.79,0.03,0.89,0.25,0.56,0.86,1.0
netatalk.csv,0.54,0.83,0.56,0.38,0.53,0.61,1.0,0.4,0.9,0.02,0.94,0.31,0.63,0.86,0.69
open-ms.csv,0.31,0.47,0.54,0.27,0.6,0.67,0.5,0.35,0.74,0.04,0.74,1.0,0.35,0.58,0.9
openmsx.csv,0.29,0.43,0.53,0.33,0.38,0.4,0.25,1.0,0.8,0.03,0.85,0.2,0.42,0.71,0.57
rosegarden.csv,0.98,0.76,0.63,0.24,0.66,0.52,0.31,0.42,0.8,0.05,0.92,0.29,0.69,0.71,0.66
rsyslog.csv,0.47,1.0,0.54,0.36,0.61,0.52,0.38,0.42,0.8,0.02,0.82,0.26,0.59,0.97,0.64
sandiaportals.csv,0.32,0.64,0.54,0.35,0.37,0.39,0.27,0.44,0.77,0.02,0.85,0.21,0.55,1.0,0.64
xmoto.csv,0.46,0.68,0.57,0.37,0.5,0.43,0.39,0.43,0.83,0.03,0.89,0.28,1.0,0.82,0.58
xqilla.csv,0.59,1.0,0.83,0.5,1.0,0.0,1.0,0.0,0.43,1.0,1.0,0.36,1.0,0.0,0.0
