,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.46,0.48,0.65,0.99,0.44,0.53,0.39,0.51,0.46,0.07,0.62,0.36,0.59,0.73,0.45
bibletime.csv,0.48,0.68,0.71,0.44,0.59,0.48,0.47,0.55,0.73,0.05,1.0,0.34,0.66,0.71,0.7
boost.csv,0.51,0.68,0.71,0.37,0.99,0.54,0.34,0.5,0.64,0.06,0.77,0.35,0.6,0.61,0.52
doomlegacy.csv,0.47,0.65,0.66,0.54,0.52,0.52,0.51,0.52,1.0,0.04,0.75,0.36,0.61,0.73,0.57
gpac.csv,0.46,0.45,1.0,0.47,0.5,0.55,0.37,0.39,0.59,0.09,0.81,0.37,0.61,0.85,0.48
kftpgrabber.csv,0.51,0.57,0.61,0.56,0.47,1.0,0.37,0.22,0.45,0.03,0.73,0.35,0.6,0.32,0.62
nativeclient.csv,0.53,0.66,0.7,0.45,0.44,0.52,0.5,0.42,0.63,0.06,0.81,0.39,0.62,0.71,1.0
netatalk.csv,0.57,0.53,0.55,0.42,0.47,0.63,1.0,0.37,0.68,0.03,0.67,0.39,0.54,0.49,0.4
open-ms.csv,0.37,0.53,0.2,0.27,0.2,0.38,0.36,0.39,0.57,0.08,0.47,1.0,0.33,0.38,0.11
openmsx.csv,0.44,0.49,0.63,0.46,0.51,0.53,0.36,1.0,0.59,0.05,0.88,0.32,0.52,0.44,0.69
rosegarden.csv,0.99,0.68,0.51,0.27,0.53,0.52,0.33,0.49,0.62,0.09,0.51,0.37,0.62,0.49,0.49
rsyslog.csv,0.56,1.0,0.5,0.49,0.48,0.63,0.46,0.38,0.63,0.04,0.61,0.36,0.61,0.73,0.63
sandiaportals.csv,0.47,0.77,0.7,0.52,0.54,0.56,0.4,0.53,0.66,0.05,0.89,0.34,0.67,1.0,0.67
xmoto.csv,0.54,0.58,0.66,0.45,0.58,0.53,0.52,0.38,0.7,0.05,0.63,0.38,1.0,0.74,0.53
xqilla.csv,0.17,0.07,0.16,0.05,0.03,0.0,0.25,0.0,0.07,1.0,0.03,0.1,0.11,0.0,0.0
