,wpdev.csv,mb-unit.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,unicase.csv,mecat.csv
gwanted.csv,0.0,0.85,0.2,0.0,0.12,0.86,0.12
java-gnome.csv,0.0,0.14,0.21,0.38,0.0,0.11,0.32
mb-unit.csv,0.5,0.06,0.56,0.61,0.56,0.62,0.82
mecat.csv,0.0,0.0,0.03,0.0,0.0,0.0,0.0
rodin-b-sharp.csv,0.0,0.16,0.0,0.17,0.25,0.31,0.42
unicase.csv,0.5,0.64,0.29,0.55,0.25,0.02,0.78
wpdev.csv,0.0,1.0,1.0,0.97,1.0,1.0,1.0
