,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.48,0.18,0.47,1.0,0.08,0.46
jahshaka.csv,0.71,0.47,0.35,1.0,0.08,0.43
jam-daq.csv,0.51,0.25,0.61,1.0,0.23,0.68
jatlas.csv,0.49,0.19,0.44,0.98,0.36,0.54
jedit.csv,0.71,0.19,0.44,0.97,0.08,0.45
open-media-library.csv,0.46,0.38,0.67,0.95,0.2,0.55
