,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.63,0.31,0.63,0.99,0.14,0.63
jahshaka.csv,0.65,0.6,0.36,0.53,0.14,0.51
jam-daq.csv,0.54,0.13,0.44,0.71,0.33,0.7
jatlas.csv,0.64,0.29,0.53,0.7,0.53,0.59
jedit.csv,0.73,0.32,0.54,0.98,0.15,0.62
open-media-library.csv,0.55,0.42,0.7,0.79,0.33,0.67
