,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.55,0.97,0.43,0.58,0.92,0.38
exl.csv,0.43,0.51,0.55,0.38,0.9,0.39
opennms.csv,0.6,0.89,0.87,0.96,0.75,0.8
phet.csv,0.57,0.91,0.86,0.63,0.92,0.89
runuomondains.csv,0.51,0.5,0.47,0.89,0.73,0.44
