,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.71,0.95,0.44,0.58,0.64,0.45
exl.csv,0.83,0.68,0.83,0.4,0.89,0.28
opennms.csv,0.39,0.89,0.82,0.87,0.89,0.88
phet.csv,0.6,0.5,0.9,1.11,1.02,0.98
runuomondains.csv,0.85,0.84,0.55,0.82,0.18,0.62
