,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.5,0.71,0.9,0.4,0.94
k3b.csv,0.53,0.6,0.54,0.17,0.85
myfaces.csv,0.56,0.58,1.0,0.34,0.78
robocode.csv,0.72,0.51,0.59,0.23,0.78
zildo.csv,0.73,0.75,0.79,0.21,0.91
