,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.09,0.39,0.9,0.08,0.28
k3b.csv,0.78,0.86,0.92,0.77,0.71
myfaces.csv,0.22,0.93,0.42,0.67,0.43
robocode.csv,0.78,0.8,0.63,0.71,0.62
zildo.csv,0.35,0.68,0.81,0.38,0.5
