,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.5,0.83,0.05,0.21,0.54,0.72,0.53,0.25,0.21,0.43,0.33
libtorrent.csv,0.81,0.5,0.09,0.43,0.84,0.91,0.69,0.26,0.33,0.9,0.56
mcmc-jags.csv,0.54,0.29,0.16,0.75,0.58,0.66,0.64,0.23,0.17,0.61,0.6
natpad.csv,0.62,0.45,0.12,0.4,0.73,0.58,0.61,0.37,0.19,0.78,0.67
nebuladevice.csv,0.36,0.0,0.0,0.0,0.0,0.08,0.04,0.0,0.48,0.04,0.0
olap-navigator.csv,0.89,0.5,0.14,0.56,0.76,0.67,0.59,0.27,0.37,0.91,0.51
pidgin.csv,0.8,0.58,0.1,0.44,0.85,0.81,0.66,0.3,0.31,0.92,0.61
salasaga.csv,0.56,0.36,0.0,0.37,0.32,0.41,0.52,0.37,0.07,0.45,0.59
sepgsql.csv,0.03,0.21,0.07,0.0,0.22,0.19,0.08,0.0,0.0,0.0,0.0
xstore.csv,0.6,0.42,0.09,0.62,0.85,0.54,0.7,0.38,0.24,0.91,0.61
xtreemfs.csv,0.6,0.59,0.2,0.37,0.76,0.64,0.66,0.33,0.17,0.92,0.63
