,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.6,0.77,0.03,0.17,0.68,0.81,0.5,0.14,0.13,0.69,0.29
libtorrent.csv,0.71,0.41,0.05,0.28,0.72,0.88,0.53,0.15,0.19,0.86,0.4
mcmc-jags.csv,0.69,0.26,0.13,1.0,0.77,0.88,0.66,0.33,0.12,0.83,0.49
natpad.csv,0.72,0.45,0.07,0.3,0.8,0.88,0.64,0.23,0.18,0.89,0.7
nebuladevice.csv,0.88,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6,1.0,0.0
olap-navigator.csv,0.93,0.46,0.08,0.48,0.83,0.96,0.56,0.17,0.23,0.9,0.59
pidgin.csv,0.82,0.48,0.05,0.33,0.8,0.89,0.57,0.18,0.2,0.92,0.5
salasaga.csv,0.65,0.35,0.0,0.29,0.8,0.87,0.7,0.7,0.07,0.78,0.66
sepgsql.csv,1.0,0.43,1.0,0.0,0.91,1.0,0.67,0.0,0.0,0.0,0.0
xstore.csv,0.67,0.43,0.05,0.73,0.77,0.9,0.72,0.23,0.16,0.9,0.45
xtreemfs.csv,0.88,0.47,0.12,0.3,0.85,0.89,0.67,0.23,0.25,0.94,0.59
