,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.56,0.32,0.25,0.38,0.5,0.46,0.49,0.58,0.54,0.48,0.62,0.37,0.6,0.65,0.6,0.79,0.98,0.5,0.21,0.67
cornerstone.csv,0.39,0.32,0.3,0.29,0.33,0.49,0.38,0.4,0.44,0.33,0.98,0.48,0.61,0.74,0.6,0.7,0.49,0.37,0.16,0.41
emeraldemu.csv,0.48,0.34,0.31,0.32,0.53,0.41,0.22,0.96,0.33,0.26,0.55,0.27,0.6,0.44,0.66,0.34,0.59,0.5,0.22,0.54
grafx2.csv,0.59,0.3,0.18,0.38,0.38,0.49,0.5,0.54,0.52,0.68,0.55,0.33,0.57,0.98,0.65,0.88,0.62,0.36,0.12,0.48
jahshakafx.csv,0.96,0.29,0.24,0.18,0.44,0.3,0.28,0.48,0.39,0.39,0.48,0.31,0.4,0.3,0.38,0.58,0.5,0.45,0.15,0.49
kindb.csv,0.61,0.33,0.18,0.42,0.56,0.55,0.48,0.6,0.53,0.7,0.57,0.43,0.7,0.7,0.73,1.0,0.72,0.61,0.11,0.56
maya-work-in-progress.csv,0.54,0.26,0.16,0.39,0.82,0.72,0.46,0.47,0.56,0.98,0.67,0.52,0.75,0.74,0.8,0.78,0.68,0.56,0.11,0.61
netatalk.csv,0.57,0.34,0.25,0.44,0.48,0.29,0.4,0.52,0.49,0.51,0.38,0.48,0.43,0.53,0.56,0.65,0.59,0.92,0.13,0.51
novembre.csv,0.49,0.23,0.26,0.16,0.7,0.26,0.97,0.44,0.37,0.33,0.48,0.22,0.42,0.41,0.57,0.77,0.61,0.5,0.12,0.56
ns-3.csv,0.49,0.25,0.14,0.21,0.49,0.99,0.44,0.46,0.54,0.34,0.37,0.25,0.75,0.62,0.54,0.68,0.68,0.48,0.05,0.51
nullc.csv,0.42,0.19,0.08,0.22,0.99,0.73,0.44,0.43,0.53,0.43,0.51,0.39,0.8,0.76,0.75,0.81,0.6,0.38,0.03,0.55
open-beos.csv,0.57,0.29,0.31,0.3,0.46,0.55,0.33,0.44,0.99,0.41,0.51,0.41,0.61,0.6,0.64,0.62,0.49,0.73,0.11,0.62
pixel-commandos.csv,0.23,0.29,0.16,0.27,0.25,0.05,0.12,0.37,0.12,0.0,0.14,0.0,0.16,0.33,0.37,0.11,0.25,0.13,1.0,0.2
planeshift.csv,0.64,0.23,0.11,0.21,0.58,0.61,0.44,0.51,0.54,0.53,0.64,0.45,0.98,0.68,0.72,0.8,0.72,0.45,0.13,0.58
plee-the-bear.csv,0.3,0.13,0.94,0.15,0.69,0.73,0.35,0.35,0.47,0.57,0.55,0.38,0.64,0.38,0.57,0.61,0.39,0.34,0.04,0.51
reaper-ecad.csv,0.4,0.06,0.06,0.91,0.68,0.65,0.31,0.33,0.44,0.45,0.44,0.06,0.5,0.14,0.57,0.63,0.53,0.38,0.07,0.49
sbml.csv,0.62,0.24,0.15,0.33,0.56,0.64,0.46,0.56,0.54,0.53,0.46,0.59,0.8,0.52,0.98,0.83,0.68,0.44,0.13,0.61
unimrcp.csv,0.59,0.26,0.22,0.28,0.48,0.2,0.28,0.33,0.21,0.34,0.39,0.98,0.3,0.38,0.35,0.34,0.48,0.38,0.13,0.37
unladen-swallow.csv,0.17,0.61,0.06,0.12,0.41,0.57,0.38,0.26,0.38,0.44,0.21,0.18,0.42,0.32,0.44,0.63,0.25,0.27,0.0,0.33
xmoto.csv,0.56,0.3,0.18,0.32,0.58,0.59,0.38,0.53,0.52,0.37,0.66,0.42,0.76,0.69,0.71,0.71,0.7,0.41,0.18,0.99
