,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.45,0.46,0.36,0.43,0.67,0.7,0.52,0.45,0.56,0.62,0.52,0.67,0.57,0.48,0.58,0.33,0.03,0.53,0.35,0.43
cornerstone.csv,0.69,0.53,0.5,0.72,0.81,0.71,0.65,0.65,0.67,0.78,0.04,0.52,0.73,0.41,0.62,0.56,0.68,0.67,0.42,0.73
emeraldemu.csv,0.75,0.55,0.47,0.64,0.64,0.78,0.83,0.07,0.79,0.84,0.87,0.79,0.71,0.72,0.65,0.79,0.58,0.58,0.52,0.58
grafx2.csv,0.42,0.5,0.51,0.41,0.87,0.68,0.5,0.49,0.57,0.39,0.67,0.72,0.63,0.05,0.56,0.24,0.52,0.69,0.59,0.76
jahshakafx.csv,0.08,0.59,0.62,0.78,0.75,0.82,0.77,0.56,0.73,0.73,0.68,0.73,0.77,0.82,0.76,0.61,0.66,0.57,0.55,0.65
kindb.csv,0.4,0.46,0.5,0.35,0.63,0.66,0.57,0.41,0.57,0.37,0.63,0.58,0.47,0.42,0.45,0.0,0.46,0.37,0.6,0.55
maya-work-in-progress.csv,0.68,0.56,0.61,0.39,0.75,0.62,0.8,0.78,0.69,0.03,0.85,0.6,0.9,0.41,0.54,0.41,0.75,0.58,0.73,0.67
netatalk.csv,0.49,0.48,0.44,0.41,0.69,0.83,0.62,0.54,0.63,0.63,0.75,0.58,0.73,0.63,0.61,0.51,0.55,0.14,0.57,0.62
novembre.csv,0.6,0.63,0.38,0.84,0.89,0.85,0.07,0.61,0.73,0.77,0.66,0.85,0.73,0.73,0.62,0.36,0.53,0.58,0.58,0.55
ns-3.csv,0.57,0.59,0.64,0.72,0.68,0.01,0.7,0.62,0.56,0.79,0.76,0.89,0.57,0.89,0.66,0.52,0.72,0.55,0.86,0.66
nullc.csv,0.74,0.88,0.94,0.88,0.02,0.83,0.88,0.73,0.94,1.02,0.65,0.84,0.92,0.51,0.75,0.81,0.86,1.01,1.02,0.7
open-beos.csv,0.47,0.57,0.42,0.71,0.73,0.71,0.71,0.6,0.03,0.72,0.76,0.64,0.74,0.84,0.68,0.75,0.66,0.23,0.59,0.49
pixel-commandos.csv,0.86,0.58,0.77,0.58,0.86,0.97,0.93,0.75,0.93,1.0,0.92,1.0,0.91,0.79,0.78,0.94,0.85,0.93,0.0,0.89
planeshift.csv,0.42,0.77,0.91,0.96,0.67,0.71,0.85,0.71,0.64,0.74,0.65,0.8,0.03,0.6,0.69,0.53,0.89,0.72,0.58,0.76
plee-the-bear.csv,0.89,0.9,0.12,0.92,1.06,0.95,0.87,0.9,0.96,0.98,0.79,0.97,0.87,0.99,0.91,0.95,0.89,0.96,1.1,0.93
reaper-ecad.csv,0.78,0.96,0.9,0.13,0.99,0.81,0.75,0.77,0.79,0.77,0.75,0.96,0.73,0.94,0.84,0.7,0.74,0.81,0.78,0.8
sbml.csv,0.39,0.66,0.59,0.5,0.63,0.62,0.66,0.48,0.62,0.6,0.77,0.38,0.76,0.63,0.04,0.27,0.54,0.59,0.57,0.51
unimrcp.csv,0.46,0.73,0.7,0.72,0.68,0.89,0.78,0.76,0.88,0.78,0.73,0.04,0.83,0.75,0.79,0.79,0.67,0.72,0.76,0.74
unladen-swallow.csv,0.89,0.47,0.91,0.87,1.01,0.81,0.65,0.84,0.85,0.96,0.88,0.96,0.8,0.88,0.93,0.84,0.9,0.85,1.23,0.92
xmoto.csv,0.45,0.48,0.48,0.58,0.77,0.65,0.7,0.58,0.58,0.75,0.67,1.0,0.52,1.0,0.62,0.46,0.51,0.72,0.39,0.03
