,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.44,0.43,0.53,0.52,0.44,0.74,0.5,0.53,0.54,0.73,0.45,0.56,0.49,0.36,0.52,0.33,0.46,0.43,0.6,0.47
cornerstone.csv,0.7,0.58,0.89,0.72,0.64,0.57,0.5,0.6,0.7,0.7,0.47,0.53,0.49,0.41,0.52,0.48,0.6,0.46,0.59,0.77
emeraldemu.csv,0.53,0.58,0.86,0.81,0.61,0.77,0.83,0.64,0.98,0.83,0.41,0.94,0.53,0.83,0.51,0.86,0.52,0.8,0.79,0.58
grafx2.csv,0.44,0.47,0.52,0.56,0.78,0.72,0.56,0.57,0.55,0.48,0.38,0.52,0.51,0.44,0.4,0.34,0.5,0.44,0.67,0.51
jahshakafx.csv,0.53,0.63,0.91,0.68,0.67,0.97,0.64,0.59,0.59,0.71,0.47,0.58,0.72,0.82,0.78,0.43,0.53,0.47,0.68,0.53
kindb.csv,0.35,0.37,0.45,0.46,0.41,0.46,0.39,0.42,0.43,0.45,0.4,0.44,0.4,0.32,0.38,0.38,0.37,0.47,0.43,0.39
maya-work-in-progress.csv,0.45,0.5,0.39,0.46,0.44,0.39,0.3,0.35,0.37,0.52,0.33,0.35,0.37,0.35,0.34,0.3,0.35,0.39,0.39,0.41
netatalk.csv,0.52,0.48,0.6,0.59,0.47,0.83,0.5,0.65,0.68,0.6,0.64,0.61,0.73,0.55,0.53,0.38,0.44,0.75,0.58,0.63
novembre.csv,0.61,0.71,0.63,0.85,0.61,0.88,0.71,0.57,0.83,0.81,0.68,0.89,0.67,0.6,0.53,0.35,0.54,0.7,0.71,0.64
ns-3.csv,0.5,0.59,0.52,0.77,0.42,0.5,0.41,0.49,0.49,0.78,0.82,0.62,0.39,0.6,0.57,0.64,0.4,0.43,0.49,0.49
nullc.csv,0.55,0.56,0.49,0.6,0.45,0.48,0.39,0.45,0.43,0.53,0.61,0.47,0.38,0.47,0.44,0.47,0.48,0.42,0.61,0.55
open-beos.csv,0.51,0.58,0.73,0.82,0.68,0.6,0.43,0.62,0.58,0.75,0.45,0.61,0.52,0.66,0.46,0.53,0.57,0.53,0.55,0.59
pixel-commandos.csv,0.95,0.6,0.98,0.72,0.86,0.8,0.5,0.98,0.89,0.0,0.86,0.0,0.92,0.82,0.94,0.5,0.93,0.0,0.75,0.75
planeshift.csv,0.38,0.48,0.43,0.56,0.54,0.45,0.35,0.38,0.42,0.53,0.34,0.43,0.37,0.44,0.45,0.36,0.36,0.41,0.46,0.47
plee-the-bear.csv,0.71,0.99,0.97,0.67,0.58,0.44,0.43,0.47,0.46,0.47,0.41,0.44,0.51,0.79,0.55,0.54,0.66,0.47,0.45,0.49
reaper-ecad.csv,0.63,0.99,0.64,0.95,0.51,0.55,0.91,0.67,0.62,0.6,0.6,0.8,0.7,0.93,0.64,0.62,0.58,0.54,0.7,0.53
sbml.csv,0.38,0.51,0.49,0.43,0.45,0.45,0.32,0.42,0.41,0.6,0.49,0.36,0.32,0.47,0.4,0.35,0.36,0.44,0.39,0.44
unimrcp.csv,0.52,0.87,0.98,0.88,0.56,0.95,0.57,0.98,0.96,0.89,0.68,0.65,0.97,0.8,0.94,0.86,0.63,0.86,0.91,0.83
unladen-swallow.csv,0.98,1.0,0.61,0.82,0.87,0.62,0.68,0.71,0.59,0.54,0.89,0.71,0.8,0.87,0.68,0.52,0.96,0.67,0.6,0.69
xmoto.csv,0.45,0.47,0.54,0.66,0.59,0.61,0.44,0.41,0.51,0.82,0.36,0.41,0.38,0.53,0.43,0.4,0.43,0.49,0.53,0.54
