,jmoney.csv,sqlpower-library.csv,neodatis-odb.csv,cuberok.csv,gabel.csv,mycila.csv,tmva.csv,unicase.csv,servicestack.csv,synecdoche.csv,javaprofiler.csv
cuberok.csv,0.3,0.67,0.39,0.67,0.23,0.34,0.77,0.66,0.37,0.41,0.61
gabel.csv,0.09,0.46,0.39,0.46,0.39,0.07,0.62,0.32,0.11,0.47,0.23
javaprofiler.csv,0.42,0.72,0.51,0.57,0.18,0.32,0.74,0.81,0.5,0.54,0.84
jmoney.csv,0.74,0.79,0.32,0.48,0.25,0.09,0.54,0.43,0.5,0.52,0.25
mycila.csv,0.55,0.78,0.32,0.56,0.14,0.58,0.75,0.81,0.17,0.57,0.7
neodatis-odb.csv,0.57,0.54,0.61,0.53,0.14,0.41,0.33,0.76,0.21,0.58,0.73
servicestack.csv,0.09,0.12,0.24,0.0,0.0,0.11,0.0,0.13,0.6,0.0,0.03
sqlpower-library.csv,0.5,0.79,0.46,0.56,0.21,0.25,0.84,0.84,0.44,0.57,0.75
synecdoche.csv,0.55,0.78,0.34,0.56,0.16,0.26,0.62,0.69,0.29,0.62,0.42
tmva.csv,0.47,0.83,0.5,0.48,0.14,0.33,0.81,0.82,0.42,0.35,0.57
unicase.csv,0.53,0.79,0.51,0.46,0.22,0.35,0.81,0.8,0.33,0.5,0.72
