,jmoney.csv,sqlpower-library.csv,neodatis-odb.csv,cuberok.csv,gabel.csv,mycila.csv,tmva.csv,unicase.csv,servicestack.csv,synecdoche.csv,javaprofiler.csv
cuberok.csv,0.29,0.57,0.45,0.73,0.71,0.27,0.65,0.54,0.52,0.38,0.54
gabel.csv,0.06,0.37,0.49,0.41,0.76,0.12,0.53,0.24,0.07,0.48,0.16
javaprofiler.csv,0.47,0.51,0.0,0.64,0.56,0.0,0.13,0.13,0.65,0.32,0.8
jmoney.csv,0.84,0.39,0.4,0.56,0.64,0.12,0.45,0.34,0.52,0.59,0.18
mycila.csv,0.66,0.0,0.4,0.0,0.32,0.72,0.37,0.13,0.27,0.0,0.4
neodatis-odb.csv,0.68,0.44,0.69,0.61,0.5,0.62,0.26,0.41,0.21,0.44,0.66
servicestack.csv,0.06,0.09,0.19,0.0,0.0,0.12,0.0,0.09,0.72,0.0,0.01
sqlpower-library.csv,0.09,0.72,0.56,0.0,0.71,0.32,0.09,0.21,0.42,0.0,0.69
synecdoche.csv,0.65,0.38,0.43,0.33,0.6,0.34,0.52,0.57,0.42,0.64,0.35
tmva.csv,0.59,0.0,0.34,0.52,0.27,0.21,0.74,0.05,0.0,0.28,0.38
unicase.csv,0.47,0.6,0.52,0.54,0.75,0.63,0.35,0.73,0.39,0.4,0.13
