,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.61,0.6,0.67,0.68,0.69,0.48,0.56,0.39,0.59,0.3,0.64,0.31,0.58,0.92,0.71,0.54,0.61
enzo.csv,0.25,0.65,0.63,0.56,0.73,0.3,0.57,0.35,0.88,0.22,0.56,0.37,0.86,0.7,0.61,0.39,0.57
hydrogen.csv,0.4,0.81,0.65,0.0,0.75,0.55,0.64,0.38,0.89,0.12,0.57,0.26,0.0,0.91,0.62,0.35,0.54
keyczar.csv,0.45,0.17,0.21,0.38,0.27,0.0,0.22,0.12,0.23,0.0,0.26,0.13,0.88,0.25,0.18,0.1,0.22
lphant.csv,0.34,0.7,0.68,0.64,0.67,0.31,0.7,0.43,0.69,0.29,0.7,0.35,0.54,0.55,0.73,0.52,0.62
lsb.csv,0.62,0.45,0.59,0.34,0.63,0.16,0.46,0.3,0.72,0.35,0.38,0.11,0.55,0.23,0.62,0.42,0.4
maya-work-in-progress.csv,0.46,0.77,0.68,0.84,0.76,0.33,0.69,0.4,0.75,0.39,0.64,0.35,0.74,0.93,0.65,0.41,0.62
mcore3d.csv,0.1,0.73,0.69,0.68,0.23,0.3,0.32,0.13,0.3,0.24,0.51,0.34,0.61,0.37,0.53,0.47,0.52
mscore.csv,0.23,0.79,0.72,0.67,0.75,0.27,0.65,0.42,0.83,0.41,0.58,0.34,0.41,0.84,0.61,0.48,0.67
natpad.csv,0.37,0.64,0.51,0.4,0.52,0.35,0.7,0.42,0.64,0.29,0.37,0.33,0.64,0.79,0.37,0.41,0.67
rocrail.csv,0.12,0.44,0.33,0.62,0.67,0.52,0.31,0.46,0.5,0.38,0.58,0.3,0.3,0.91,0.53,0.63,0.6
salasaga.csv,0.4,0.7,0.62,0.5,0.48,0.31,0.68,0.39,0.36,0.41,0.62,0.43,0.63,0.9,0.42,0.45,0.63
virtuoso.csv,0.0,0.8,0.63,0.58,0.7,0.26,0.63,0.45,0.88,0.15,0.55,0.0,0.15,0.91,0.58,0.36,0.0
xemeiah.csv,0.5,0.67,0.62,0.43,0.6,0.39,0.75,0.42,0.66,0.37,0.55,0.37,0.67,0.82,0.58,0.51,0.67
xined.csv,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.15,0.0,0.0,0.0,0.0
xtreemfs.csv,0.26,0.75,0.69,0.38,0.61,0.33,0.63,0.41,0.34,0.36,0.55,0.28,0.11,0.89,0.66,0.48,0.67
yield.csv,0.24,0.81,0.76,0.67,0.71,0.33,0.61,0.44,0.81,0.35,0.63,0.33,0.62,0.89,0.62,0.45,0.63
