,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.22,0.45,0.17,0.21,0.46,0.64,0.39,0.52,1.0,0.23,0.02,0.57,0.24,0.06,0.55,0.1
customsagetv.csv,0.05,0.09,0.0,0.31,0.06,0.0,0.0,0.0,0.1,0.05,0.02,0.06,0.27,0.12,0.1,1.0
fluidium.csv,0.31,0.34,0.06,0.4,0.0,0.23,0.19,0.34,0.18,0.29,0.28,0.24,0.34,1.0,0.23,0.12
guineu.csv,0.93,0.31,0.31,0.41,0.45,0.29,0.23,0.43,0.0,0.13,0.15,0.13,0.27,0.23,0.12,0.33
inkscape.csv,0.1,0.07,0.0,0.11,0.27,0.44,0.98,0.16,0.0,0.45,0.23,0.64,0.19,0.33,0.14,0.0
mpqc.csv,0.48,0.36,0.43,0.21,0.06,0.96,0.17,0.43,0.35,0.53,0.56,0.28,0.39,0.4,0.45,0.21
nsis.csv,0.54,0.09,0.0,0.28,0.5,0.17,0.13,0.58,0.56,0.2,0.97,0.47,0.35,0.61,0.37,0.49
octave.csv,0.48,0.38,0.28,0.21,0.88,0.34,0.5,0.52,0.31,0.3,0.02,0.13,0.39,0.12,0.47,0.45
owfs.csv,0.53,0.19,0.12,0.93,0.41,0.06,0.11,0.47,0.67,0.34,0.12,0.13,0.41,0.06,0.26,0.07
owlib.csv,0.65,0.98,0.0,0.09,0.65,0.46,0.47,0.52,0.64,0.49,0.63,0.53,0.66,0.61,0.47,0.37
pamguard.csv,0.63,0.51,0.5,0.69,0.41,0.41,0.43,0.52,0.65,0.49,0.54,0.28,0.66,0.55,0.99,0.26
prelude.csv,0.43,0.37,0.96,0.53,0.13,0.48,0.51,0.27,0.65,0.48,0.65,0.59,0.56,0.44,0.45,0.59
robocode.csv,0.5,0.35,0.52,0.62,0.67,0.23,0.32,0.97,0.58,0.54,0.3,0.25,0.62,0.55,0.51,0.59
uwom-server.csv,0.48,0.19,0.02,0.11,0.45,0.06,0.39,0.51,0.47,0.93,0.07,0.21,0.36,0.33,0.44,0.37
zengine.csv,0.21,0.32,0.77,0.49,0.74,0.54,0.53,0.68,0.74,0.61,0.52,0.96,0.45,0.54,0.24,0.48
zildo.csv,0.66,0.43,0.59,0.68,0.48,0.18,0.36,0.43,0.71,0.43,0.31,0.37,0.98,0.42,0.45,0.61
