,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,mscore.csv,jam-daq.csv,wheat.csv,panda3d.csv,chrysalis.csv
benojt.csv,0.0,4.0,4.0,0.0,42.0,1.0,1.0,0.0,3.0,42.0
chrysalis.csv,0.0,59.0,0.0,0.0,66.0,0.0,5.0,0.0,154.0,0.0
jahshaka.csv,0.0,0.0,1.0,0.0,66.0,1.0,0.0,0.0,2.0,37.0
jam-daq.csv,4.0,3.0,1.0,0.0,6.0,3.0,0.0,0.0,3.0,5.0
jatlas.csv,7.0,59.0,0.0,0.0,0.0,209.0,0.0,51.0,154.0,160.0
jedit.csv,0.0,3.0,2.0,0.0,11.0,0.0,0.0,0.0,2.0,14.0
mscore.csv,1.0,1.0,0.0,0.0,15.0,0.0,1.0,0.0,1.0,20.0
open-media-library.csv,4.0,4.0,0.0,0.0,14.0,1.0,1.0,3.0,3.0,7.0
panda3d.csv,0.0,2.0,3.0,0.0,15.0,0.0,1.0,0.0,1.0,7.0
wheat.csv,10.0,4.0,1.0,0.0,15.0,2.0,1.0,0.0,7.0,4.0
