,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,0.23,0.46,0.07,0.66,0.74,0.51,0.0,0.36,0.68,0.23,0.12,0.11,0.17,0.31,0.0
arianne.csv,0.71,0.0,0.0,0.09,0.17,0.67,0.13,0.0,0.71,0.21,0.27,0.17,0.21,0.18,0.24
auber.csv,0.59,0.73,0.0,0.57,0.63,0.76,0.64,0.37,0.68,0.78,0.68,0.05,0.7,0.66,0.25
bl-toolkit.csv,0.56,0.67,0.76,0.57,0.33,0.09,0.45,0.09,0.13,0.34,0.0,0.77,0.0,0.0,0.49
growl-for-windows.csv,0.0,0.66,0.12,0.56,0.18,0.0,0.44,0.3,0.71,0.35,0.37,0.0,0.62,0.58,0.68
keyczar.csv,0.22,0.0,0.0,0.26,0.29,0.09,0.1,0.15,0.05,0.09,0.15,0.0,0.1,0.76,0.45
kml.csv,0.65,0.53,0.7,0.33,0.38,0.7,0.75,0.42,0.82,0.66,0.6,0.05,0.33,0.64,0.35
knowledge.csv,0.6,0.88,0.65,0.68,0.6,0.13,0.69,0.45,0.6,0.63,0.59,0.27,0.66,0.54,0.33
les-indemodables.csv,0.59,0.66,0.59,0.58,0.61,0.49,0.78,0.57,0.64,0.71,0.25,0.54,0.66,0.53,0.62
lportal.csv,0.07,0.23,0.07,0.0,0.0,0.1,0.29,0.0,0.12,0.16,0.02,0.73,0.59,0.0,0.0
lufa-lib.csv,0.44,0.0,0.68,0.45,0.59,0.63,0.62,0.58,0.68,0.57,0.67,0.66,0.46,0.59,0.39
micomt.csv,0.39,0.0,0.43,0.54,0.56,0.9,0.61,0.51,0.7,0.62,0.53,0.24,0.52,0.35,0.54
sigil.csv,0.63,0.74,0.56,0.13,0.79,0.59,0.1,0.57,0.83,0.55,0.39,0.74,0.67,0.18,0.6
ultimairis.csv,0.6,0.59,0.68,0.37,0.54,0.65,0.0,0.67,0.1,0.52,0.49,0.05,0.23,0.05,0.22
voms.csv,0.57,0.8,0.0,0.88,0.0,0.43,0.71,0.27,0.75,0.48,0.4,0.05,0.74,0.0,0.49
