,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,0.32,0.1,0.08,0.35,0.54,0.71,0.21,0.59,0.07,0.28,0.12,0.45,0.3
emono.csv,0.35,0.17,0.06,0.34,0.69,0.69,0.77,0.74,0.04,0.27,0.26,0.56,0.73
freedom-erp.csv,0.15,0.25,0.15,0.25,0.0,0.0,0.08,0.74,0.0,0.24,0.33,0.24,0.26
haggle.csv,0.19,0.34,0.0,0.34,0.68,0.38,0.4,0.0,0.17,0.36,0.24,0.17,0.22
jbpm.csv,0.14,0.56,0.0,0.15,0.26,0.0,0.04,0.33,0.0,0.09,0.0,0.07,0.0
jgossipforum.csv,0.24,0.14,0.0,0.41,0.52,0.4,0.24,0.06,0.42,0.5,0.44,0.42,0.44
joustsim.csv,0.2,0.37,0.04,0.44,0.67,0.17,0.65,0.23,0.16,0.69,0.32,0.46,0.64
log4net.csv,0.35,0.19,0.29,0.22,0.12,0.62,0.2,0.34,0.0,0.44,0.32,0.18,0.45
madman.csv,0.27,0.15,0.0,0.12,0.49,0.2,0.37,0.08,0.05,0.2,0.62,0.4,0.35
mediate.csv,0.32,0.25,0.06,0.32,0.52,0.69,0.36,0.26,0.07,0.29,0.25,0.49,0.35
pustefix.csv,0.0,0.34,0.05,0.6,0.27,0.05,0.69,0.15,0.0,0.0,0.2,0.45,0.41
synecdoche.csv,0.3,0.22,0.06,0.38,0.28,0.61,0.63,0.77,0.05,0.26,0.27,0.64,0.79
tmva.csv,0.36,0.22,0.04,0.29,0.65,0.72,0.81,0.73,0.04,0.27,0.34,0.45,0.62
