,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.22,0.5,0.38,0.83,0.41,0.4,0.56,0.14,0.83,0.27,0.75,0.53,0.6,0.09
elateportal.csv,0.04,0.47,0.4,0.76,0.52,0.27,0.57,0.23,0.49,0.22,0.55,0.53,0.47,0.98
gdis.csv,0.52,0.47,0.37,0.69,0.4,0.4,0.57,0.25,0.67,0.27,0.91,0.44,0.59,0.16
gzigzag.csv,0.62,0.44,0.41,0.5,0.33,0.56,0.21,0.31,0.58,0.42,0.42,0.2,0.48,0.39
icescrum.csv,0.62,0.53,0.4,0.73,0.47,0.5,0.21,0.12,0.41,0.23,0.66,0.39,0.8,0.12
jguard.csv,0.23,0.37,0.4,0.77,0.58,0.42,0.69,0.17,0.86,0.25,0.9,0.56,0.55,0.94
jitterbit.csv,0.61,0.62,0.46,0.76,0.43,0.57,0.68,0.32,0.83,0.3,0.72,0.17,0.5,0.08
jython.csv,0.61,0.44,0.32,0.68,0.44,0.42,0.1,0.2,0.41,0.2,0.27,0.62,0.42,0.12
personalaccess.csv,0.18,0.44,0.37,0.58,0.48,0.45,0.37,0.14,0.87,0.2,0.43,0.41,0.53,0.09
ppcboot.csv,0.59,0.43,0.38,0.8,0.52,0.42,0.63,0.19,0.86,0.34,0.81,0.51,0.56,0.8
repositorium.csv,0.06,0.37,0.22,0.06,0.25,0.22,0.05,0.51,0.0,0.22,0.24,0.46,0.18,0.09
unbvision.csv,0.63,0.5,0.33,0.41,0.29,0.62,0.17,0.16,0.54,0.15,0.26,0.28,0.1,0.09
wxstudio.csv,0.05,0.17,0.24,0.35,0.38,0.11,0.48,0.29,0.5,0.0,0.48,0.72,0.29,0.95
xbg.csv,0.18,0.17,0.22,0.06,0.24,0.33,0.6,0.15,0.05,0.41,0.03,0.08,0.25,0.04
