,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.94,0.39,0.55,0.16,0.38,0.73,0.19,0.65,0.96,0.56,0.38,0.73,0.5,0.17
elateportal.csv,0.91,0.47,0.42,0.36,0.62,0.02,0.57,0.6,0.4,0.87,0.46,0.84,0.84,0.0
gdis.csv,0.06,0.47,0.78,0.24,0.39,0.73,0.26,0.45,0.44,0.33,0.08,0.67,0.31,0.17
gzigzag.csv,0.05,0.12,0.27,0.0,0.36,0.13,0.03,0.0,0.12,0.2,0.0,0.14,0.5,0.17
icescrum.csv,0.07,0.35,0.47,0.04,0.62,0.25,0.16,0.43,0.04,0.56,0.15,0.18,0.16,0.33
jguard.csv,1.0,0.94,0.73,0.64,0.3,0.98,1.0,0.98,0.8,0.87,1.0,0.78,0.97,1.0
jitterbit.csv,0.14,0.21,0.38,0.16,0.45,0.27,0.6,0.06,0.6,0.56,0.23,0.53,0.81,0.33
jython.csv,0.14,0.8,0.54,0.88,0.41,0.79,0.02,0.93,0.32,0.82,0.0,0.84,0.22,0.33
personalaccess.csv,0.88,0.31,0.59,0.08,0.61,0.33,0.35,0.17,0.28,0.02,0.15,0.18,0.44,0.0
ppcboot.csv,0.16,0.87,0.7,0.6,0.62,0.94,0.29,0.77,0.52,0.47,0.46,0.86,0.62,0.83
repositorium.csv,0.06,0.27,0.29,0.12,0.57,0.13,0.0,0.21,0.0,0.75,0.08,0.41,0.38,0.0
unbvision.csv,0.04,0.46,0.12,0.04,0.41,0.25,0.14,0.41,0.32,0.07,0.15,0.24,0.0,0.0
wxstudio.csv,0.81,0.54,0.24,0.84,0.45,0.49,0.73,0.36,0.44,0.05,0.77,0.22,0.34,0.67
xbg.csv,0.05,0.23,0.13,0.08,0.11,0.24,0.45,0.01,0.0,0.27,0.15,0.18,0.06,0.17
