,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,jmonkeyengine.csv,e-bio-flow.csv,tmva.csv,joustsim.csv,reaper3d.csv,jchassis.csv,chaosrts.csv,thedata.csv
array4j.csv,0.74,0.52,0.77,0.8,1.02,0.75,0.77,0.67,0.96,0.79,0.78,0.89,0.8,1.19,0.95,0.92
chaosrts.csv,0.63,0.58,0.73,0.74,0.86,0.55,0.55,0.49,0.64,0.63,0.56,0.41,0.68,1.06,0.25,1.0
dxengine.csv,0.47,0.88,0.37,0.8,0.42,0.86,1.01,0.71,0.95,0.8,0.82,0.84,0.42,1.0,0.87,0.89
e-bio-flow.csv,0.86,0.84,0.85,0.58,0.86,0.58,0.81,0.57,0.61,0.44,0.69,0.47,0.82,1.0,0.78,0.88
jbpm.csv,0.81,0.88,0.96,0.95,0.87,1.0,0.27,1.0,0.78,0.78,0.99,0.92,1.0,1.0,0.73,0.75
jchassis.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09,1.0,1.0
jmoney.csv,0.21,0.66,0.44,0.6,0.61,0.47,0.48,0.71,0.75,0.55,0.71,0.48,0.51,1.01,0.57,0.87
jmonkeyengine.csv,0.96,0.84,0.7,0.96,0.51,0.83,0.51,0.97,0.48,0.83,1.01,0.91,0.84,0.82,0.81,0.99
joustsim.csv,0.89,0.82,0.59,0.83,0.84,0.74,0.41,0.76,0.58,0.75,0.85,0.12,0.78,0.56,0.82,0.37
jsidplay2.csv,0.71,0.8,0.9,0.32,0.8,0.94,0.93,0.88,0.87,0.81,0.58,0.93,0.89,0.7,0.9,0.92
log4net.csv,0.39,0.66,0.8,0.75,0.78,0.61,0.76,0.12,1.0,0.65,0.89,0.41,0.52,1.0,0.73,0.7
piccolo2d.csv,0.43,0.71,0.74,0.65,0.66,0.29,0.6,0.36,0.75,0.56,0.74,0.61,0.88,1.0,0.7,0.8
reaper3d.csv,0.53,0.93,0.47,0.55,0.45,0.79,0.83,1.02,0.86,0.69,0.87,0.73,0.41,1.01,0.96,0.75
sblim.csv,0.67,1.01,0.82,0.87,0.27,0.48,0.48,1.01,0.73,0.78,0.78,0.65,1.0,1.01,0.83,0.84
thedata.csv,0.7,0.82,0.57,0.6,0.68,0.85,0.99,0.91,0.78,0.83,0.71,0.58,0.73,1.09,0.98,0.08
tmva.csv,0.75,0.71,0.74,0.79,1.05,0.83,0.9,0.69,0.77,0.85,0.42,0.95,0.61,1.2,0.89,0.87
