,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,jmonkeyengine.csv,e-bio-flow.csv,tmva.csv,joustsim.csv,reaper3d.csv,jchassis.csv,chaosrts.csv,thedata.csv
array4j.csv,0.46,0.62,0.43,0.51,0.31,0.54,0.52,0.6,0.17,0.47,0.27,0.43,0.29,0.0,0.2,0.35
chaosrts.csv,0.48,0.57,0.57,0.31,0.26,0.62,0.67,0.66,0.56,0.54,0.74,0.77,0.66,0.0,0.82,0.13
dxengine.csv,0.68,0.14,0.71,0.51,0.67,0.18,0.0,0.37,0.07,0.27,0.23,0.21,0.65,0.0,0.17,0.28
e-bio-flow.csv,0.18,0.34,0.22,0.56,0.37,0.61,0.49,0.79,0.48,0.65,0.38,0.59,0.51,0.0,0.28,0.28
jbpm.csv,0.24,0.14,0.05,0.06,0.17,0.0,0.79,0.0,0.26,0.27,0.01,0.11,0.0,0.0,0.38,0.29
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0
jmoney.csv,0.85,0.42,0.78,0.46,0.63,0.77,0.71,0.37,0.32,0.64,0.41,0.7,0.63,0.0,0.51,0.28
jmonkeyengine.csv,0.31,0.43,0.65,0.3,0.74,0.27,0.69,0.32,0.6,0.4,0.09,0.29,0.45,0.52,0.3,0.27
joustsim.csv,0.23,0.4,0.71,0.22,0.48,0.35,0.72,0.36,0.68,0.37,0.47,0.91,0.56,0.8,0.22,0.75
jsidplay2.csv,0.65,0.55,0.4,0.79,0.53,0.24,0.3,0.45,0.44,0.52,0.67,0.29,0.28,0.68,0.37,0.35
log4net.csv,0.68,0.55,0.26,0.29,0.27,0.5,0.31,0.97,0.0,0.51,0.16,0.72,0.55,0.0,0.38,0.5
piccolo2d.csv,0.64,0.5,0.3,0.41,0.41,0.78,0.5,0.7,0.32,0.54,0.31,0.49,0.15,0.0,0.47,0.29
reaper3d.csv,0.67,0.22,0.67,0.59,0.68,0.27,0.43,0.0,0.2,0.41,0.16,0.32,0.73,0.0,0.06,0.29
sblim.csv,0.44,0.0,0.23,0.17,0.87,0.59,0.57,0.0,0.32,0.27,0.51,0.41,0.0,0.0,0.2,0.28
thedata.csv,0.64,0.51,0.67,0.67,0.66,0.47,0.34,0.4,0.36,0.49,0.45,0.66,0.62,0.0,0.32,0.98
tmva.csv,0.49,0.63,0.48,0.54,0.29,0.49,0.35,0.59,0.55,0.45,0.74,0.2,0.66,0.0,0.38,0.43
