,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,jmonkeyengine.csv,e-bio-flow.csv,tmva.csv,joustsim.csv,reaper3d.csv,jchassis.csv,chaosrts.csv,thedata.csv
array4j.csv,0.49,0.37,0.49,0.7,0.8,0.65,0.65,0.58,0.96,0.62,0.1,0.77,0.28,0.65,0.95,0.89
chaosrts.csv,0.32,0.38,0.65,0.15,0.38,0.39,0.46,0.36,0.46,0.42,0.55,0.37,0.67,0.35,0.16,0.97
dxengine.csv,0.37,0.13,0.22,0.7,0.21,0.17,0.12,0.24,0.08,0.21,0.12,0.18,0.19,0.08,0.16,0.48
e-bio-flow.csv,0.15,0.48,0.25,0.35,0.58,0.44,0.69,0.57,0.24,0.25,0.2,0.13,0.78,0.02,0.16,0.45
jbpm.csv,0.15,0.13,0.02,0.0,0.06,0.02,0.13,0.04,0.04,0.15,0.0,0.17,0.0,0.0,0.32,0.08
jchassis.csv,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0
jmoney.csv,0.15,0.22,0.41,0.1,0.52,0.44,0.41,0.25,0.22,0.44,0.33,0.4,0.35,0.17,0.21,0.44
jmonkeyengine.csv,0.66,0.62,0.69,0.65,0.48,0.32,0.43,0.71,0.18,0.58,0.98,0.55,0.68,0.82,0.32,0.65
joustsim.csv,0.39,0.52,0.57,0.15,0.82,0.26,0.31,0.37,0.54,0.35,0.73,0.08,0.77,0.56,0.0,0.27
jsidplay2.csv,0.71,0.79,0.86,0.25,0.76,0.94,0.92,0.81,0.84,0.79,0.52,0.92,0.48,0.7,0.89,0.89
log4net.csv,0.17,0.49,0.18,0.05,0.11,0.28,0.21,0.12,0.1,0.42,0.18,0.3,0.14,0.0,0.32,0.48
piccolo2d.csv,0.15,0.51,0.08,0.1,0.18,0.17,0.27,0.13,0.2,0.25,0.07,0.27,0.07,0.0,0.42,0.29
reaper3d.csv,0.44,0.44,0.33,0.35,0.32,0.18,0.61,0.19,0.2,0.27,0.1,0.03,0.32,0.14,0.11,0.02
sblim.csv,0.29,0.13,0.06,0.05,0.25,0.12,0.06,0.13,0.12,0.13,0.65,0.13,0.09,0.11,0.05,0.37
thedata.csv,0.68,0.78,0.51,0.55,0.68,0.76,0.77,0.85,0.4,0.79,0.4,0.52,0.72,0.44,0.89,0.08
tmva.csv,0.56,0.7,0.53,0.75,0.83,0.83,0.9,0.6,0.72,0.85,0.35,0.95,0.56,0.67,0.89,0.87
