,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.16,0.82,0.57,0.94,0.64,0.03,0.14,0.31,0.2,0.6
flylegacy.csv,0.52,0.27,1.0,0.56,0.73,0.17,0.64,0.51,0.6,0.56
jguard.csv,0.56,0.42,0.56,0.46,0.55,1.0,0.43,0.46,0.48,0.32
m-a-d-n-e-s-s.csv,0.28,0.12,0.29,0.34,0.2,0.57,0.07,0.33,0.88,0.12
mob-sen-plat.csv,0.52,0.94,0.68,0.43,0.48,0.63,0.36,0.33,0.4,0.24
raygina.csv,1.0,0.15,0.46,0.43,0.34,0.13,0.36,0.38,0.48,0.36
st-filteredstatistics.csv,0.96,0.42,0.83,0.79,0.66,0.57,0.93,0.97,0.52,0.68
upp-mirror.csv,0.36,0.09,0.62,0.37,0.98,0.13,0.36,0.31,0.64,0.36
wishmaster.csv,0.16,0.67,0.67,0.13,0.62,0.43,0.93,0.49,0.4,0.68
yarp.csv,0.04,0.0,0.08,0.17,0.12,0.1,0.07,0.13,0.0,1.0
