,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.58,0.9,0.41,0.0,0.54,0.12,0.28,0.62,0.2,0.47
flylegacy.csv,0.63,0.4,0.05,0.44,0.49,0.07,0.7,0.38,0.53,0.68
jguard.csv,0.51,0.25,0.45,0.36,0.37,0.0,0.54,0.38,0.32,0.37
m-a-d-n-e-s-s.csv,0.14,0.15,0.14,0.29,0.15,0.71,0.18,0.38,0.03,0.08
mob-sen-plat.csv,0.44,0.0,0.73,0.57,0.54,0.55,0.28,0.62,0.6,0.21
raygina.csv,0.0,0.2,0.41,0.26,0.22,0.3,0.46,0.23,0.18,0.34
st-filteredstatistics.csv,0.63,0.4,0.82,0.72,0.46,0.45,0.74,0.0,0.43,0.76
upp-mirror.csv,0.42,0.05,0.27,0.22,0.0,0.09,0.36,0.31,0.32,0.45
wishmaster.csv,0.35,0.6,0.41,0.15,0.63,0.7,0.0,0.77,0.58,0.63
yarp.csv,0.09,0.05,0.09,0.07,0.05,0.16,0.1,0.08,0.05,0.0
