,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.14,0.6,0.8,1.0,0.65,0.12,0.11,0.6,0.29,0.45
flylegacy.csv,0.32,0.53,0.98,0.18,0.7,0.56,0.17,0.8,0.32,0.35
jguard.csv,0.39,0.74,0.78,0.18,0.7,1.0,0.15,0.78,0.39,0.36
m-a-d-n-e-s-s.csv,0.54,0.57,0.86,0.17,0.68,0.3,0.08,0.72,0.92,0.5
mob-sen-plat.csv,0.41,1.0,0.73,0.12,0.58,0.38,0.23,0.62,0.22,0.43
raygina.csv,1.0,0.56,0.76,0.23,0.71,0.19,0.15,0.83,0.52,0.41
st-filteredstatistics.csv,0.47,0.64,0.74,0.16,0.69,0.4,0.22,1.0,0.33,0.37
upp-mirror.csv,0.33,0.75,0.87,0.23,1.0,0.44,0.19,0.75,0.46,0.35
wishmaster.csv,0.21,0.65,0.82,0.14,0.61,0.25,1.0,0.66,0.22,0.41
yarp.csv,0.2,0.0,0.71,0.32,0.8,0.25,0.14,0.83,0.0,1.0
