,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,1.02,0.92,0.59,0.06,0.65,0.97,0.9,0.93,0.82,0.62
flylegacy.csv,0.79,0.83,0.05,0.63,0.56,0.84,0.79,0.62,0.67,0.81
jguard.csv,0.67,0.63,0.64,0.65,0.58,0.0,0.79,0.66,0.61,0.77
m-a-d-n-e-s-s.csv,0.73,0.89,0.73,0.72,0.81,0.84,0.95,0.77,0.12,0.88
mob-sen-plat.csv,0.65,0.06,0.79,0.81,0.74,0.66,0.7,0.91,0.85,0.79
raygina.csv,0.0,0.87,0.68,0.63,0.69,0.92,0.79,0.66,0.55,0.73
st-filteredstatistics.csv,0.63,0.7,0.84,0.75,0.58,0.62,0.74,0.03,0.65,0.83
upp-mirror.csv,0.76,0.91,0.47,0.67,0.02,0.87,0.74,0.76,0.48,0.78
wishmaster.csv,0.91,0.69,0.53,0.88,0.74,0.9,0.07,0.92,0.84,0.71
yarp.csv,0.96,1.0,0.93,0.83,0.88,0.91,0.93,0.88,1.0,0.0
