,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.0,1.0,1.0,4.0,25.0,1.0,0.0,2.0,3.0,22.0,1.0,1.0,1.0
freewrl.csv,0.0,1.0,2.0,5.0,7.0,0.0,1.0,4.0,5.0,26.0,0.0,2.0,1.0
fulguro.csv,4.0,1.0,250.0,1.0,6.0,2.0,353.0,5.0,4.0,0.0,3.0,4.0,337.0
google-web-toolkit.csv,0.0,1.0,15.0,4.0,0.0,3.0,2.0,0.0,4.0,5.0,3.0,7.0,1.0
jcache.csv,0.0,1.0,6.0,1.0,8.0,2.0,4.0,2.0,0.0,2.0,2.0,2.0,2.0
jstock.csv,0.0,0.0,21.0,0.0,1.0,3.0,3.0,0.0,0.0,3.0,2.0,23.0,0.0
mimosa.csv,3.0,1.0,4.0,0.0,10.0,2.0,5.0,2.0,3.0,0.0,1.0,2.0,4.0
miranda.csv,0.0,0.0,2.0,0.0,168.0,50.0,1.0,4.0,55.0,4.0,0.0,10.0,1.0
ns-3-dev-def-routing.csv,0.0,1.0,5.0,1.0,6.0,0.0,2.0,0.0,6.0,1.0,0.0,2.0,3.0
ossbuild.csv,0.0,1.0,5.0,0.0,6.0,2.0,4.0,0.0,1.0,2.0,1.0,2.0,2.0
qtractor.csv,0.0,1.0,5.0,0.0,9.0,1.0,1.0,0.0,1.0,6.0,0.0,1.0,1.0
quarkplayer.csv,6.0,0.0,5.0,1.0,7.0,50.0,3.0,4.0,55.0,0.0,27.0,5.0,3.0
synergyspace.csv,3.0,3.0,3.0,0.0,7.0,4.0,1.0,1.0,2.0,0.0,26.0,3.0,5.0
