,nutz.csv,jajuk.csv,ossim.csv,massiv.csv,v8.csv,ngl.csv,qmmp.csv,mesa3d.csv,rcp-company-uibindings.csv
jajuk.csv,1.0,0.3,0.71,0.73,0.69,0.53,0.5,0.77,1.0
massiv.csv,0.97,0.88,0.7,0.03,0.99,0.96,1.0,1.0,0.94
mesa3d.csv,0.62,0.94,0.61,0.73,0.81,0.57,0.63,0.55,0.74
ngl.csv,0.51,0.57,0.83,0.78,0.58,0.5,0.48,0.85,0.67
nutz.csv,0.35,0.75,0.84,0.8,0.81,0.78,0.79,0.92,0.77
ossim.csv,0.8,0.84,0.36,0.54,0.99,0.76,0.71,0.71,0.9
qmmp.csv,0.46,0.49,0.56,0.58,0.8,0.51,0.4,0.83,0.7
rcp-company-uibindings.csv,0.52,0.47,0.53,0.7,0.59,0.51,0.56,0.8,0.13
v8.csv,0.73,0.75,0.69,0.78,0.18,0.86,0.9,1.0,0.63
