,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.16,0.81,0.93,0.69,0.29,0.35,0.31,0.5,0.62,0.62,0.55,0.0,0.86,0.48,0.73,0.61,0.86,0.4,0.0
fityk.csv,1.0,0.97,0.74,0.94,0.67,0.77,0.76,0.59,0.88,0.41,0.45,1.0,0.71,0.8,0.73,0.7,0.25,0.51,1.0
ivataopenportal.csv,0.89,0.81,0.75,0.81,0.89,0.74,0.83,0.81,0.88,0.78,1.0,0.0,1.0,0.78,1.0,0.66,0.84,0.91,1.0
lcfizvtop.csv,0.84,0.36,0.28,0.62,0.4,0.22,0.43,0.57,0.81,0.51,0.82,0.0,0.83,0.3,0.8,0.5,0.52,1.0,1.0
lite.csv,0.68,0.33,0.93,0.44,0.18,0.58,0.12,0.53,1.0,0.81,0.64,1.0,0.4,0.55,0.8,0.73,0.33,0.8,1.0
onotoa.csv,0.47,0.75,0.72,0.44,0.6,0.8,0.17,0.7,0.69,0.62,0.27,1.0,1.0,0.75,0.6,0.59,0.33,0.8,1.0
openwbem.csv,0.95,0.59,0.66,0.56,0.76,0.62,0.4,0.78,0.31,0.37,0.09,1.0,0.49,0.45,0.33,0.61,0.09,0.63,1.0
orc.csv,0.05,0.4,0.43,0.88,0.08,0.3,0.52,0.22,0.31,0.27,0.73,0.0,0.0,0.45,0.53,0.27,0.17,0.0,0.0
plato.csv,1.0,1.0,0.99,0.88,0.99,0.99,0.81,0.95,1.0,0.95,1.0,1.0,1.0,1.0,0.93,1.0,0.98,1.0,1.0
rodin-b-sharp.csv,0.53,0.06,0.34,0.44,0.12,0.19,0.6,0.26,0.25,0.84,0.36,0.0,0.0,0.35,0.0,0.09,0.47,0.26,0.0
ta3d.csv,0.53,0.11,0.02,0.06,0.27,0.05,0.02,0.18,0.0,0.04,0.09,0.0,0.0,0.25,0.07,0.05,0.06,0.66,1.0
tycho.csv,0.16,0.54,0.51,0.38,0.42,0.62,0.36,0.7,0.12,0.39,0.36,1.0,0.8,0.57,0.6,0.36,0.2,0.51,1.0
umber.csv,0.84,0.73,0.73,1.0,0.6,0.49,0.98,0.7,0.88,0.96,0.82,1.0,0.06,0.78,0.53,0.8,0.98,0.77,0.0
vienna-add-in.csv,0.79,0.4,0.57,0.5,0.7,0.72,0.38,0.72,0.19,0.31,0.0,1.0,0.66,0.75,0.67,0.39,0.22,0.63,0.0
wpdev.csv,1.0,1.0,1.0,1.0,0.94,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.81,0.97,1.0
xcmetadataservicestoolkit.csv,0.84,0.39,0.59,0.38,0.51,0.86,0.29,0.34,0.19,0.65,0.09,1.0,0.09,0.78,0.2,0.34,0.22,1.0,1.0
yarp0.csv,0.26,0.47,0.5,0.62,0.33,0.23,0.79,0.36,0.62,0.84,0.91,0.0,0.0,0.55,0.53,0.45,0.86,0.6,0.0
