,owlib.csv,baadengine.csv,barracudamvc.csv,sidekar.csv,springside.csv,jgnash.csv,jsr308-langtools.csv,owlapi.csv,ingex.csv
baadengine.csv,0.99,0.3,1.0,0.62,0.57,0.58,0.65,0.99,1.0
barracudamvc.csv,0.94,0.99,0.44,1.0,0.98,0.96,0.95,0.98,0.91
ingex.csv,0.64,1.01,0.76,0.6,0.93,0.74,0.65,0.56,0.52
jgnash.csv,0.67,0.77,0.72,0.7,0.42,0.44,0.42,0.6,0.62
jsr308-langtools.csv,0.63,0.77,0.95,1.0,1.0,0.69,0.08,0.56,0.83
owlapi.csv,0.86,1.0,0.98,0.77,0.87,0.75,0.59,0.31,0.73
owlib.csv,0.45,0.65,0.68,0.61,0.72,0.46,0.35,0.57,0.75
sidekar.csv,1.0,1.0,0.97,0.3,1.0,1.0,1.0,1.0,1.0
springside.csv,0.76,0.88,0.77,0.55,0.36,0.63,0.48,0.62,0.78
