,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,0.54,0.68,0.42,0.0,0.65,0.45,0.08,0.9,0.0,0.36,0.71,0.36,0.58,0.88,1.0,0.7,1.0,0.83,0.81
boost.csv,0.77,0.57,0.64,0.69,0.3,0.27,0.65,0.67,0.36,0.83,0.56,0.86,0.54,0.56,0.75,0.09,0.49,0.37,0.79
codepurge.csv,0.31,0.35,0.32,0.74,0.15,0.27,0.37,0.08,0.55,0.5,0.69,0.28,0.67,0.28,0.75,0.09,0.09,0.05,0.36
elateportal.csv,0.38,0.49,0.65,0.79,0.2,0.82,0.91,0.46,0.75,0.47,0.58,0.61,0.79,0.35,0.25,0.98,0.87,0.88,0.75
etics.csv,0.69,0.32,0.53,0.67,0.15,0.18,0.5,0.26,0.6,0.64,0.47,0.22,0.29,0.32,0.75,0.05,0.51,0.51,0.53
factor.csv,0.23,0.13,0.36,0.57,0.05,0.18,0.55,0.4,0.36,0.08,0.22,0.03,0.17,0.12,0.25,0.0,0.6,0.95,0.4
gusanos.csv,0.77,0.57,0.64,0.88,0.35,0.91,0.74,0.73,0.82,0.67,0.64,0.72,0.75,0.72,1.0,0.66,0.04,0.88,0.93
kvs.csv,0.54,0.35,0.13,0.36,0.7,0.09,0.09,0.42,0.37,0.5,0.33,0.75,0.04,0.28,0.25,0.25,0.0,0.07,0.16
lcfizvtop.csv,0.69,0.49,0.62,1.0,0.45,0.82,0.7,0.74,1.0,0.22,0.56,0.67,1.0,0.54,0.25,0.89,0.49,0.05,0.57
mcore3d.csv,0.31,0.35,0.74,0.48,0.8,0.36,0.48,0.15,0.36,0.67,0.4,0.75,0.42,0.42,0.75,0.07,0.6,0.17,0.69
modellus.csv,0.46,0.35,0.55,0.83,0.1,0.18,0.77,0.61,0.66,0.31,0.4,0.47,0.75,0.44,0.75,0.05,0.6,0.1,0.71
modplug.csv,1.0,0.73,0.94,0.95,0.85,0.91,0.97,0.95,0.88,0.97,0.82,1.0,0.88,0.93,1.0,0.89,0.96,0.8,0.99
passwordsafe.csv,0.92,0.58,0.73,0.62,0.25,0.45,0.64,0.85,0.54,0.81,0.67,0.75,0.62,0.67,1.0,0.05,0.87,0.71,0.76
pixel-commandos.csv,0.38,0.29,0.3,0.33,0.0,0.09,0.01,0.14,0.01,0.64,0.22,0.19,0.33,0.35,1.0,0.0,0.06,0.02,0.21
projecteqemu.csv,0.69,0.35,0.4,0.79,0.1,0.09,0.34,0.24,0.39,0.78,0.45,0.78,0.25,0.58,0.25,0.02,0.3,0.07,0.58
pydev.csv,0.54,0.38,0.28,0.38,0.8,0.45,0.23,0.23,0.3,0.64,0.51,0.69,0.29,0.51,0.75,0.11,0.34,0.73,0.54
sandiaportals.csv,0.77,0.48,0.83,0.81,0.1,0.55,0.93,0.52,0.78,0.86,0.53,0.75,0.79,0.65,0.75,0.0,0.83,0.9,0.82
uwom.csv,0.69,0.28,0.53,0.88,0.0,0.45,0.72,0.54,0.18,0.94,0.45,0.64,0.08,0.47,0.0,0.09,0.0,0.54,0.85
xbplayer.csv,0.31,0.35,0.4,0.71,0.15,0.18,0.47,0.6,0.58,0.36,0.53,0.69,0.54,0.28,0.75,0.25,0.42,0.32,0.6
