,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,oscarmcmaster.csv
amateur-scrolls.csv,0.36,0.11,0.39,0.08,0.0,0.11,0.0,0.0,0.03,0.25
fritzing.csv,0.29,0.35,0.0,0.22,0.2,0.36,0.15,0.17,0.19,0.48
jlinalg.csv,0.0,0.74,0.99,0.95,0.8,0.93,0.98,0.89,1.0,0.83
knowledge.csv,0.21,0.23,0.26,0.98,0.0,0.94,0.96,0.85,0.81,0.46
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oscarmcmaster.csv,0.0,0.18,0.13,0.0,0.0,0.09,0.0,0.07,0.0,0.0
playerstage.csv,0.14,0.2,0.3,0.0,0.4,0.29,0.27,0.2,0.28,0.29
quarkplusplus.csv,0.14,0.23,0.22,0.16,0.2,0.22,0.21,0.11,0.0,0.17
rtrt-on-gpu.csv,0.0,0.43,0.47,0.42,0.0,0.51,0.0,0.22,0.44,0.38
superwaba.csv,0.21,0.0,0.32,0.29,0.6,0.54,0.4,0.76,0.38,0.48
