,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,oscarmcmaster.csv
amateur-scrolls.csv,0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0
fritzing.csv,1.0,4.0,0.0,0.0,0.0,51.0,4.0,0.0,1.0,0.0
jlinalg.csv,0.0,10.0,1.0,1.0,0.0,277.0,3.0,11.0,4.0,10.0
knowledge.csv,0.0,1.0,2.0,1.0,0.0,287.0,3.0,5.0,2.0,0.0
massiv.csv,63.0,0.0,0.0,140.0,66.0,0.0,57.0,65.0,55.0,224.0
oscarmcmaster.csv,0.0,3.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
playerstage.csv,0.0,3.0,0.0,0.0,0.0,77.0,7.0,1.0,3.0,3.0
quarkplusplus.csv,0.0,6.0,1.0,1.0,0.0,33.0,0.0,1.0,0.0,0.0
rtrt-on-gpu.csv,0.0,15.0,1.0,0.0,0.0,136.0,0.0,1.0,7.0,9.0
superwaba.csv,0.0,0.0,1.0,0.0,0.0,86.0,3.0,4.0,0.0,2.0
