,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,ng4j.csv,jmule.csv
fritzing.csv,98.5,96.5,98.5,377.0,97.5,10630.0,267.5,0.0
jlinalg.csv,99.0,195.0,98.5,1757.0,97.5,11768.0,816.5,98.5
jmule.csv,98.5,294.0,98.5,637.5,97.5,12301.0,178.0,95.5
knowledge.csv,99.0,391.0,98.5,1561.5,97.5,16841.5,640.5,98.5
massiv.csv,92.5,96.5,98.5,0.0,0.0,600.0,66.5,92.5
ng4j.csv,95.5,80.5,97.5,176.0,97.5,5088.0,178.0,92.5
playerstage.csv,98.5,294.0,98.5,552.0,97.5,6932.0,82.5,62.5
superwaba.csv,92.5,292.5,98.5,896.0,97.5,12858.0,727.0,95.5
