,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.88,0.57,0.0,0.71,0.84,0.95,0.63,0.85,0.89,0.93,0.83,0.56
dsworkbench.csv,0.12,0.34,0.21,0.51,0.22,0.29,0.74,0.54,0.45,0.41,0.37,0.33
gogoego.csv,0.06,0.0,0.29,0.07,0.03,0.08,0.52,0.27,0.24,0.1,0.07,0.78
jpaul.csv,0.19,0.11,0.07,0.0,0.06,0.13,0.35,0.0,0.26,0.15,0.0,0.11
loki-lib.csv,0.75,0.38,0.07,0.46,0.12,0.55,0.52,0.65,0.59,0.63,0.0,0.33
motu.csv,0.12,0.05,0.07,0.12,0.0,0.05,0.0,0.02,0.13,0.15,0.02,0.11
mp-rechnungs-und-kundenverwaltung.csv,0.25,0.17,0.21,0.1,0.03,0.21,0.3,0.06,0.0,0.22,0.2,0.89
rtrt-on-gpu.csv,0.19,0.19,0.43,0.1,0.12,0.29,0.2,0.0,0.22,0.39,0.41,0.44
scenemonitor.csv,0.94,0.59,0.57,0.49,0.0,0.82,0.37,0.5,0.61,0.68,0.65,0.22
xstore.csv,0.44,0.47,0.21,0.24,0.56,0.5,0.43,0.4,0.62,0.02,0.26,0.56
yarp0.csv,0.75,0.62,0.86,0.51,0.56,0.0,0.22,0.02,0.62,0.24,0.15,0.0
zemljanka.csv,0.88,0.99,1.0,0.98,1.0,0.84,0.98,1.0,1.0,1.0,0.78,0.0
