,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.38,0.44,0.37,0.42,0.33,0.41,0.42,0.45,0.35,0.48,0.42,0.58
dsworkbench.csv,0.4,0.61,0.86,0.4,0.67,0.77,0.52,0.55,0.63,0.9,0.65,0.54
gogoego.csv,0.9,0.85,0.96,0.75,0.75,0.75,0.59,0.79,0.74,0.88,0.86,0.87
jpaul.csv,0.67,0.98,0.91,0.65,0.88,0.89,0.5,0.0,0.58,0.67,0.0,0.94
loki-lib.csv,0.4,0.47,0.63,0.4,0.89,0.44,0.37,0.5,0.38,0.56,0.59,0.48
motu.csv,0.8,0.95,0.89,0.86,0.0,0.5,0.82,0.0,0.96,0.91,0.5,0.97
mp-rechnungs-und-kundenverwaltung.csv,0.48,0.94,0.92,0.88,0.67,0.91,0.72,0.8,0.68,0.83,0.95,0.54
rtrt-on-gpu.csv,0.9,0.99,0.71,0.8,0.88,0.86,0.9,0.9,0.83,0.75,0.92,0.51
scenemonitor.csv,0.4,0.47,0.65,0.56,0.55,0.45,0.5,0.45,0.41,0.59,0.66,0.43
xstore.csv,0.39,0.42,0.57,0.52,0.43,0.37,0.33,0.52,0.35,0.51,0.44,0.43
yarp0.csv,0.42,0.48,0.45,0.53,0.45,0.67,0.92,0.0,0.48,0.93,0.86,0.85
zemljanka.csv,0.37,0.36,0.35,0.46,0.31,0.35,0.38,0.41,0.35,0.46,0.44,0.45
