,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,0.67,0.33,0.97,0.54,0.63,0.38,0.3
gstreamer.csv,0.82,0.42,0.37,0.65,0.58,0.97,0.29
ifmo-game-1.csv,1.0,0.05,0.06,0.05,0.06,0.0,0.07
pi-qmc.csv,0.46,0.55,0.45,0.27,0.93,0.51,0.65
quarkplusplus.csv,0.49,0.95,0.56,0.46,0.54,0.29,0.15
xapian.csv,0.72,0.55,0.5,0.97,0.37,0.34,0.47
zemljanka.csv,0.51,0.13,0.13,0.37,0.17,0.24,1.0
