,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,0.71,0.29,0.97,0.5,0.59,0.34,0.29
gstreamer.csv,0.86,0.38,0.33,0.62,0.55,0.96,0.25
ifmo-game-1.csv,1.0,0.04,0.05,0.04,0.05,0.0,0.06
pi-qmc.csv,0.43,0.54,0.45,0.23,0.91,0.46,0.68
quarkplusplus.csv,0.57,0.96,0.55,0.42,0.5,0.25,0.12
xapian.csv,0.71,0.54,0.49,0.96,0.32,0.3,0.44
zemljanka.csv,1.0,0.88,0.97,0.92,0.95,0.92,1.0
