,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,0.12,0.54,0.98,0.5,0.65,0.67,0.91
gstreamer.csv,0.19,0.53,0.46,0.5,0.46,0.99,0.98
ifmo-game-1.csv,1.0,1.0,0.47,0.33,1.0,0.0,1.0
pi-qmc.csv,0.1,0.5,0.4,0.25,1.0,0.79,0.97
quarkplusplus.csv,0.07,0.88,0.51,0.33,0.55,0.77,0.96
xapian.csv,0.2,0.52,0.45,0.96,0.64,0.63,0.97
zemljanka.csv,0.1,0.4,0.44,0.24,0.28,0.57,1.0
