,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,0.21,0.38,0.98,0.5,0.62,0.45,0.44
gstreamer.csv,0.32,0.44,0.38,0.55,0.5,0.97,0.4
ifmo-game-1.csv,1.0,0.08,0.08,0.07,0.09,0.0,0.11
pi-qmc.csv,0.16,0.52,0.42,0.24,0.95,0.58,0.8
quarkplusplus.csv,0.13,0.92,0.53,0.37,0.52,0.38,0.22
xapian.csv,0.31,0.53,0.47,0.96,0.42,0.41,0.6
zemljanka.csv,0.18,0.55,0.6,0.38,0.43,0.71,1.0
